asset,market_id,entry_time,exit_time,strike,spot,dte_days,direction,entry_pm_yes,exit_pm_yes,closest_strike_iv,atm_iv,skew_adjusted_iv,closest_strike_touch_prob,atm_touch_prob,skew_adjusted_touch_prob,closest_strike_edge,atm_edge,skew_adjusted_edge,pm_moved,pm_pnl_pct,closest_result,atm_result,skew_result
ETH,701549,2026-05-17 21:00:00+00:00,2026-05-21 21:00:00+00:00,3500.000000,2187.600000,228.33,above,0.325000,0.245000,0.624100,0.721797,0.664223,0.318579,0.446956,0.371531,-0.642054,12.195554,4.653103,down,-24.6154,1_closest,0_atm,0_skew
ETH,701548,2026-05-17 21:00:00+00:00,2026-05-21 21:00:00+00:00,4000.000000,2187.600000,228.33,above,0.215000,0.145000,0.632000,0.721797,0.647865,0.175763,0.275148,0.192495,-3.923682,6.014778,-2.250516,down,-32.5581,1_closest,0_atm,1_skew
ETH,701547,2026-05-17 21:00:00+00:00,2026-05-21 21:00:00+00:00,4500.000000,2187.600000,228.33,above,0.125000,0.105000,0.653050,0.721797,0.633435,0.107486,0.166647,0.092623,-1.751411,4.164749,-3.237677,down,-16.0000,1_closest,0_atm,1_skew
ETH,701552,2026-05-17 21:00:00+00:00,2026-05-21 21:00:00+00:00,1500.000000,2187.600000,228.33,below,0.435000,0.485000,0.698825,0.721797,0.768024,0.282767,0.297686,0.326734,-15.223325,-13.731371,-10.826630,up,11.4943,0_closest,0_atm,0_skew
ETH,701554,2026-05-17 21:00:00+00:00,2026-05-21 21:00:00+00:00,800.000000,2187.600000,228.33,below,0.165000,0.145000,0.788075,0.721797,0.845034,0.032766,0.018387,0.048869,-13.223440,-14.661278,-11.613079,down,-12.1212,1_closest,1_atm,1_skew
ETH,701546,2026-05-17 21:00:00+00:00,2026-05-21 21:00:00+00:00,5000.000000,2187.600000,228.33,above,0.095000,0.075000,0.653050,0.721797,0.620528,0.057686,0.100165,0.041863,-3.731352,0.516452,-5.313747,down,-21.0526,1_closest,0_atm,1_skew
ETH,701543,2026-05-17 21:00:00+00:00,2026-05-21 21:00:00+00:00,6500.000000,2187.600000,228.33,above,0.065000,0.055000,0.653050,0.721797,0.588386,0.008886,0.021791,0.002880,-5.611421,-4.320876,-6.211994,down,-15.3846,1_closest,1_atm,1_skew
ETH,701544,2026-05-17 21:00:00+00:00,2026-05-21 21:00:00+00:00,6000.000000,2187.600000,228.33,above,0.065000,0.065000,0.653050,0.721797,0.598192,0.016518,0.036108,0.007334,-4.848203,-2.889167,-5.766593,down,0.0000,1_closest,1_atm,1_skew
ETH,701542,2026-05-17 21:00:00+00:00,2026-05-21 21:00:00+00:00,7000.000000,2187.600000,228.33,above,0.055000,0.045000,0.653050,0.721797,0.579307,0.004813,0.013228,0.001091,-5.018742,-4.177181,-5.390890,down,-18.1818,1_closest,1_atm,1_skew
ETH,701545,2026-05-17 21:00:00+00:00,2026-05-21 21:00:00+00:00,5500.000000,2187.600000,228.33,above,0.065000,0.075000,0.653050,0.721797,0.608851,0.030848,0.060086,0.017933,-3.415221,-0.491373,-4.706680,up,15.3846,0_closest,0_atm,0_skew
ETH,701541,2026-05-17 21:00:00+00:00,2026-05-21 21:00:00+00:00,7500.000000,2187.600000,228.33,above,0.046000,0.042500,0.653050,0.721797,0.570855,0.002628,0.008086,0.000400,-4.337210,-3.791435,-4.559968,down,-7.6087,1_closest,1_atm,1_skew
ETH,701540,2026-05-17 21:00:00+00:00,2026-05-21 21:00:00+00:00,8000.000000,2187.600000,228.33,above,0.030500,0.034500,0.653050,0.721797,0.562948,0.001448,0.004980,0.000143,-2.905199,-2.552028,-3.035731,up,13.1148,0_closest,0_atm,0_skew
ETH,701539,2026-05-17 21:00:00+00:00,2026-05-21 21:00:00+00:00,10000.000000,2187.600000,228.33,above,0.018500,0.013500,0.653050,0.721797,0.535611,0.000147,0.000776,0.000002,-1.835284,-1.772363,-1.849819,down,-27.0270,1_closest,1_atm,1_skew
ETH,701553,2026-05-17 21:00:00+00:00,2026-05-21 21:00:00+00:00,1000.000000,2187.600000,228.33,below,0.185000,0.175000,0.788075,0.721797,0.817697,0.090884,0.062332,0.104844,-9.411622,-12.266774,-8.015603,down,-5.4054,1_closest,1_atm,1_skew
GOLD,2074209,2026-05-17 20:00:00+00:00,2026-05-21 22:00:00+00:00,4300.000000,4531.000000,14.33,below,0.185000,0.115000,0.242000,0.714693,0.721003,0.114785,0.533507,0.535934,-7.021458,34.850682,35.093427,down,-37.8378,1_closest,0_atm,0_skew
SPY,1125388,2026-05-17 21:00:00+00:00,2026-05-21 22:00:00+00:00,7800.000000,7391.700000,228.00,above,0.525000,0.695000,0.158750,0.714693,0.708209,0.604946,0.990000,0.990000,7.994558,46.500000,46.500000,up,32.3810,1_closest,1_atm,1_skew
SPY,1125387,2026-05-17 21:00:00+00:00,2026-05-21 22:00:00+00:00,8200.000000,7391.700000,228.00,above,0.300000,0.305000,0.146250,0.714693,0.702178,0.234852,0.990000,0.990000,-6.514811,69.000000,69.000000,up,1.6667,0_closest,1_atm,1_skew
GOLD,2001189,2026-05-17 20:00:00+00:00,2026-05-21 23:00:00+00:00,4500.000000,4531.000000,43.90,below,0.820000,0.819000,0.242000,0.697023,0.697878,0.861055,0.832819,0.832694,4.105494,1.281872,1.269356,down,-0.1220,0_closest,0_atm,0_skew
OIL,1652677,2026-05-17 20:00:00+00:00,2026-05-21 23:00:00+00:00,120.000000,101.860000,43.94,above,0.465000,0.335000,0.740000,0.697023,0.676617,0.470780,0.431038,0.411460,0.577984,-3.396182,-5.354048,down,-27.9570,0_closest,1_atm,1_skew
OIL,2235983,2026-05-17 20:00:00+00:00,2026-05-22 00:00:00+00:00,105.000000,101.860000,43.94,above,0.870000,0.665000,0.740000,0.703991,0.700089,0.990000,0.990000,0.990000,12.000000,12.000000,12.000000,down,-23.5632,0_closest,0_atm,0_skew
GOLD,2001188,2026-05-17 20:00:00+00:00,2026-05-22 02:00:00+00:00,4300.000000,4531.000000,43.90,below,0.530000,0.365000,0.242000,0.713475,0.720143,0.346637,0.635467,0.636276,-18.336348,10.546689,10.627596,down,-31.1321,1_closest,0_atm,0_skew
GOLD,2074208,2026-05-17 20:00:00+00:00,2026-05-22 03:00:00+00:00,4400.000000,4531.000000,14.33,below,0.335000,0.310000,0.242000,0.703741,0.707534,0.368606,0.692013,0.692798,3.360643,35.701303,35.779760,down,-7.4627,0_closest,0_atm,0_skew
GOLD,1032260,2026-05-17 20:00:00+00:00,2026-05-22 04:00:00+00:00,5200.000000,4531.000000,43.90,above,0.114000,0.106500,0.242000,0.716522,0.698096,0.023737,0.543124,0.526537,-9.026284,42.912406,41.253676,down,-6.5789,1_closest,0_atm,0_skew
OIL,2233174,2026-05-17 21:00:00+00:00,2026-05-22 11:00:00+00:00,90.000000,102.000000,43.90,below,0.620000,0.685000,0.684000,0.718615,0.735271,0.360741,0.375350,0.381851,-25.925897,-24.465016,-23.814946,up,10.4839,0_closest,0_atm,0_skew
GOLD,2001179,2026-05-17 20:00:00+00:00,2026-05-22 12:00:00+00:00,4400.000000,4531.000000,43.90,below,0.585000,0.585000,0.242000,0.718560,0.722534,0.579764,0.731821,0.731776,-0.523584,14.682065,14.677647,down,0.0000,1_closest,0_atm,0_skew
OIL,1032400,2026-05-17 20:00:00+00:00,2026-05-22 13:00:00+00:00,84.000000,101.860000,43.94,above,0.710000,0.680000,0.740000,0.718622,0.743230,1.000000,1.000000,1.000000,29.000000,29.000000,29.000000,down,-4.2254,0_closest,0_atm,0_skew
ETH,2132788,2026-05-18 15:00:00+00:00,2026-05-22 15:00:00+00:00,5000.000000,2101.400000,13.54,above,0.001500,0.000500,1.018975,0.777870,0.443178,0.000000,0.000000,0.000000,-0.150000,-0.150000,-0.150000,down,-66.6667,1_closest,1_atm,1_skew
OIL,1032399,2026-05-17 20:00:00+00:00,2026-05-22 16:00:00+00:00,80.500000,101.860000,43.94,above,0.175000,0.145000,0.740000,0.796246,0.898849,1.000000,1.000000,1.000000,82.500000,82.500000,82.500000,down,-17.1429,0_closest,0_atm,0_skew
OIL,2213806,2026-05-17 20:00:00+00:00,2026-05-22 18:00:00+00:00,110.000000,101.860000,43.94,above,0.660000,0.505000,0.740000,0.760185,0.732842,0.808833,0.821407,0.804271,14.883302,16.140736,14.427066,down,-23.4848,0_closest,0_atm,0_skew
OIL,1032426,2026-05-17 20:00:00+00:00,2026-05-22 22:00:00+00:00,50.000000,101.860000,43.94,above,0.993000,0.973000,0.740000,0.827220,1.190803,1.000000,1.000000,1.000000,0.700000,0.700000,0.700000,down,-2.0141,0_closest,0_atm,0_skew
GOLD,1032286,2026-05-17 20:00:00+00:00,2026-05-23 01:00:00+00:00,5800.000000,4531.000000,43.90,above,0.058500,0.033000,0.242000,0.840912,0.713379,0.000041,0.321580,0.216252,-5.845893,26.307996,15.775206,down,-43.5897,1_closest,0_atm,0_skew
SPY,1125373,2026-05-17 21:00:00+00:00,2026-05-23 09:00:00+00:00,8000.000000,7391.700000,43.96,above,0.099500,0.095500,0.131200,0.823299,0.783231,0.015343,0.849768,0.826438,-8.415694,75.026792,72.693786,down,-4.0201,1_closest,0_atm,0_skew
OIL,2233175,2026-05-17 20:00:00+00:00,2026-05-23 14:00:00+00:00,85.000000,101.860000,43.94,below,0.415000,0.475000,0.740000,0.829790,0.922177,0.238697,0.274646,0.304871,-17.630293,-14.035435,-11.012921,up,14.4578,0_closest,0_atm,0_skew
SPY,1125394,2026-05-17 21:00:00+00:00,2026-05-23 21:00:00+00:00,5800.000000,7391.700000,228.00,below,0.280000,0.240000,0.276200,0.840501,0.966427,0.084459,0.481443,0.536298,-19.554077,20.144252,25.629796,down,-14.2857,1_closest,0_atm,0_skew
SPY,2236209,2026-05-17 21:00:00+00:00,2026-05-23 22:00:00+00:00,7100.000000,7391.700000,43.96,below,0.705000,0.495000,0.181725,0.827405,0.848487,0.343395,0.688169,0.687988,-36.160456,-1.683053,-1.701176,down,-29.7872,1_closest,1_atm,1_skew
SPY,2236211,2026-05-17 21:00:00+00:00,2026-05-23 22:00:00+00:00,6700.000000,7391.700000,43.96,below,0.345000,0.155000,0.231375,0.827405,0.878850,0.073901,0.492121,0.502069,-27.109864,14.712126,15.706944,down,-55.0725,1_closest,0_atm,0_skew
GOLD,2305703,2026-05-20 02:00:00+00:00,2026-05-24 02:00:00+00:00,4600.000000,4480.000000,12.08,above,0.565000,0.880000,0.223300,0.852515,0.839104,0.372736,0.895524,0.891114,-19.226418,33.052364,32.611358,up,55.7522,0_closest,1_atm,1_skew
GOLD,2305702,2026-05-20 02:00:00+00:00,2026-05-24 03:00:00+00:00,4650.000000,4480.000000,12.08,above,0.345000,0.555000,0.226375,0.856134,0.837188,0.211423,0.819659,0.811825,-13.357665,47.465928,46.682460,up,60.8696,0_closest,1_atm,1_skew
GOLD,2305672,2026-05-20 02:00:00+00:00,2026-05-24 08:00:00+00:00,4750.000000,4480.000000,12.08,above,0.185000,0.155000,0.235050,0.845292,0.815759,0.056786,0.667657,0.650803,-12.821356,48.265749,46.580328,down,-16.2162,1_closest,0_atm,0_skew
SPY,1125374,2026-05-17 21:00:00+00:00,2026-05-25 08:00:00+00:00,7700.000000,7391.700000,43.96,above,0.312500,0.499500,0.131725,0.844949,0.824342,0.218015,0.990000,0.990000,-9.448548,67.750000,67.750000,up,59.8400,0_closest,1_atm,1_skew
SPY,1125389,2026-05-17 21:00:00+00:00,2026-05-25 10:00:00+00:00,7600.000000,7391.700000,228.00,above,0.715000,0.885000,0.166700,0.847165,0.832959,0.837464,0.990000,0.990000,12.246404,27.500000,27.500000,up,23.7762,1_closest,1_atm,1_skew
SPY,2236212,2026-05-17 21:00:00+00:00,2026-05-25 19:00:00+00:00,6500.000000,7391.700000,43.96,below,0.220000,0.065000,0.253325,0.823369,0.886658,0.033157,0.401856,0.418845,-18.684326,18.185572,19.884523,down,-70.4545,1_closest,0_atm,0_skew
