thr,s_ema,s_in,s_out,l_ema,l_in,l_out,avg_ret,avg_trades,neg_coins,total_coins,total_liqs,avg_sharpe,avg_mdd
12,6,0.3,0.75,8,0.5,0.5,185.8355,316.8462,2,13,0,1.4386,37.3424
12,4,0.5,1.0,8,1.0,1.0,185.5027,187.3077,1,13,0,1.4207,38.2804
10,6,0.5,1.0,8,1.0,1.0,185.4609,226.1538,3,13,0,1.3791,38.0862
10,6,0.5,1.0,8,0.5,0.5,185.3576,238.6154,2,13,0,1.3967,38.5306
8,6,0.5,1.5,3,1.0,0.5,184.5238,140.4615,1,13,0,1.3978,37.0766
8,4,0.5,1.5,8,0.5,1.0,184.454,108.8462,2,13,0,1.3554,43.1672
12,8,0.3,1.5,3,0.5,0.5,184.2067,165.0,1,13,0,1.4615,38.0669
10,6,0.3,1.0,3,1.0,1.0,184.0492,233.3077,1,13,0,1.3564,42.8008
10,4,1.0,1.0,5,1.0,1.0,184.0208,137.5385,2,13,0,1.1986,33.2884
10,8,0.3,1.0,3,1.0,1.0,184.0193,234.0,0,13,0,1.4444,38.4817
12,6,0.3,0.75,8,1.0,0.5,183.8308,313.9231,2,13,0,1.4495,37.4477
12,6,0.3,0.75,5,0.5,0.5,183.725,317.0,2,13,0,1.4299,37.5379
12,4,1.0,1.0,3,1.0,0.5,183.5548,131.3077,1,13,0,1.3743,31.2664
12,8,0.3,0.75,8,0.5,0.5,183.4503,309.9231,2,13,0,1.4492,34.8065
12,8,0.3,0.75,8,1.0,0.5,183.3019,307.0769,2,13,0,1.4588,34.793
12,6,0.3,1.0,5,1.0,1.0,183.0307,240.7692,1,13,0,1.4412,39.5742
12,6,0.3,0.75,3,1.0,0.5,182.9929,310.2308,1,13,0,1.4484,37.7529
12,8,0.3,1.5,8,0.5,1.0,182.9505,164.0,1,13,0,1.453,38.0605
12,4,0.5,1.0,8,0.5,1.0,182.9155,188.9231,1,13,0,1.3836,38.2233
12,8,0.3,1.5,5,1.0,1.0,182.8565,161.6154,1,13,0,1.4563,37.5168
10,4,0.5,1.0,8,0.5,1.0,182.8518,194.0,1,13,0,1.2723,39.5213
10,4,1.0,1.0,8,1.0,1.0,182.5761,140.7692,3,13,0,1.2151,33.0457
10,8,0.3,1.0,5,0.5,0.5,182.5219,257.5385,1,13,0,1.4913,36.1872
12,6,0.5,1.0,3,1.0,1.0,182.3508,220.9231,1,13,0,1.4666,37.0296
10,8,0.5,1.0,5,1.0,0.5,182.3357,229.1538,0,13,0,1.5849,32.1156
10,8,0.5,1.0,3,0.5,0.5,182.2162,234.9231,0,13,0,1.5317,32.8589
12,8,0.3,1.5,5,0.5,1.0,182.2137,163.8462,1,13,0,1.3895,38.6333
10,4,1.0,1.0,8,0.5,1.0,182.1032,145.6923,3,13,0,1.154,33.4798
12,6,0.3,1.5,3,0.5,1.0,181.9709,143.6923,1,13,0,1.3566,42.2927
8,4,0.3,0.75,3,1.0,0.5,181.9255,280.6923,1,13,0,1.4504,42.8442
12,8,0.3,1.5,8,1.0,1.0,181.8711,162.6154,1,13,0,1.472,37.8758
12,4,1.0,1.0,5,0.5,0.5,181.7738,138.6923,1,13,0,1.3372,31.2773
10,8,0.5,1.5,8,1.0,1.0,181.765,158.3077,1,13,0,1.4573,35.3238
10,8,0.5,1.0,8,1.0,1.0,181.7337,226.7692,0,13,0,1.5039,33.1494
12,6,0.5,1.0,8,0.5,1.0,181.5716,225.6923,1,13,0,1.4667,37.1103
12,4,1.0,1.0,5,0.5,1.0,181.2629,135.8462,1,13,0,1.2404,32.484
10,4,1.0,1.0,3,0.5,0.5,181.261,148.0,2,13,0,1.262,32.1982
12,8,0.3,0.75,3,1.0,0.5,181.2207,303.1538,1,13,0,1.4625,34.685
10,4,1.0,1.5,5,0.5,0.5,180.9714,101.3077,3,13,0,1.3159,35.1178
10,6,0.5,1.0,3,1.0,1.0,180.9713,216.1538,3,13,0,1.3489,38.956
12,8,0.3,0.75,5,0.5,0.5,180.8823,310.1538,2,13,0,1.4359,35.1549
12,6,0.5,1.0,8,1.0,1.0,180.7713,224.1538,1,13,0,1.4825,37.1575
10,8,0.3,1.0,5,0.5,1.0,180.5065,246.0,2,13,0,1.3412,37.3361
10,6,0.3,1.0,5,0.5,0.5,180.0648,255.2308,1,13,0,1.4244,40.9307
10,8,0.3,1.5,8,1.0,1.0,179.9977,165.9231,1,13,0,1.4201,38.2139
10,8,0.5,1.0,5,1.0,1.0,179.9115,223.9231,0,13,0,1.4647,33.2754
10,4,1.0,1.0,8,0.5,0.5,179.5127,152.6154,2,13,0,1.2542,31.5737
8,4,0.5,1.5,5,0.5,1.0,179.4293,107.9231,2,13,0,1.3132,42.437
10,6,0.5,1.0,8,0.5,1.0,179.3335,230.8462,3,13,0,1.3021,39.5557
12,4,1.0,1.0,5,1.0,0.5,179.1361,134.3077,1,13,0,1.3634,30.5993
10,8,0.5,1.0,8,0.5,0.5,178.9775,240.5385,1,13,0,1.4955,34.2644
10,4,0.5,0.75,3,1.0,0.5,178.8261,250.2308,2,13,0,1.4672,37.7596
8,4,0.3,0.75,3,0.5,0.5,178.6115,297.7692,1,13,0,1.3568,44.6487
12,8,0.5,0.75,8,1.0,0.5,178.5876,276.3846,1,13,0,1.5071,33.1641
8,8,0.3,1.0,3,1.0,0.5,178.4311,238.2308,0,13,0,1.5364,35.4292
10,6,0.5,1.5,5,0.5,1.0,178.3138,145.1538,2,13,0,1.2718,38.691
10,4,0.5,1.0,3,1.0,1.0,178.2668,181.8462,3,13,0,1.2677,40.9728
10,8,0.5,1.5,8,0.5,1.0,178.2354,162.4615,1,13,0,1.4062,36.5028
12,6,0.5,1.0,3,0.5,0.5,177.8077,227.2308,2,13,0,1.4457,37.3142
10,8,0.5,1.5,5,0.5,0.5,177.7807,170.1538,1,13,0,1.4461,36.7516
10,4,0.5,1.0,5,0.5,1.0,177.4142,192.0769,2,13,0,1.2217,38.9394
12,8,0.5,0.75,8,0.5,0.5,177.3699,279.3077,1,13,0,1.495,33.1674
8,6,0.3,1.5,8,1.0,0.5,176.9652,155.5385,1,13,0,1.4035,41.0912
12,6,0.3,0.75,5,0.5,1.0,176.5752,313.1538,2,13,0,1.3039,39.2696
10,8,0.3,1.5,8,0.5,1.0,176.5141,169.5385,1,13,0,1.3764,39.2216
12,8,0.3,0.75,5,0.5,1.0,176.4943,305.8462,3,13,0,1.3333,36.4307
12,6,0.3,0.75,5,1.0,0.5,176.3358,313.0769,2,13,0,1.433,36.8537
12,4,0.5,0.75,8,0.5,0.5,176.2199,259.0769,1,13,0,1.4953,36.922
10,4,1.0,1.0,3,1.0,1.0,176.2018,131.0,2,13,0,1.213,33.6278
12,6,0.5,1.5,3,0.5,1.0,175.9552,138.1538,2,13,0,1.3031,39.982
10,8,0.5,1.5,3,1.0,1.0,175.4774,149.7692,1,13,0,1.4162,36.4402
12,4,1.0,1.0,8,1.0,1.0,175.3879,134.6154,1,13,0,1.3175,31.9412
12,8,0.3,0.75,8,0.5,1.0,175.3066,306.6154,2,13,0,1.3991,35.6512
12,8,0.3,0.75,5,1.0,0.5,175.2735,306.2308,2,13,0,1.4427,34.4517
12,8,0.5,0.75,3,1.0,0.5,175.0711,272.5385,1,13,0,1.5044,32.6007
10,8,0.3,0.75,3,1.0,0.5,175.0414,298.4615,1,13,0,1.4403,34.3618
12,8,0.3,0.75,3,1.0,1.0,174.8638,302.0769,1,13,0,1.3896,35.8151
10,8,0.5,1.0,5,0.5,1.0,174.7996,229.2308,3,13,0,1.3588,34.842
12,4,1.0,1.0,8,0.5,1.0,174.6081,136.6154,1,13,0,1.2744,32.087
10,6,0.3,0.75,8,1.0,0.5,174.5829,315.9231,2,13,0,1.3493,39.961
8,6,0.3,1.0,3,1.0,0.5,174.5683,237.5385,1,13,0,1.4463,41.1512
10,8,0.5,1.0,8,0.5,1.0,174.5467,231.8462,2,13,0,1.4181,34.5149
8,4,0.3,0.75,8,0.5,0.5,174.4453,303.4615,1,13,0,1.352,45.5926
10,8,0.3,1.5,5,0.5,0.5,174.2851,177.4615,1,13,0,1.4086,39.0968
12,4,0.3,0.75,3,0.5,1.0,174.2513,285.1538,1,13,0,1.3019,43.1836
12,6,0.3,0.75,3,1.0,1.0,174.1271,309.2308,2,13,0,1.3704,39.0008
12,8,0.5,0.75,5,0.5,0.5,174.0944,279.5385,2,13,0,1.4761,33.6031
10,4,1.0,1.0,5,0.5,1.0,173.7294,143.6154,2,13,0,1.1018,33.3629
10,4,0.5,1.0,5,0.5,0.5,173.6762,201.6923,1,13,0,1.3268,39.4865
12,6,0.5,1.0,5,1.0,1.0,173.5722,223.2308,2,13,0,1.4112,37.092
8,6,0.3,1.5,5,1.0,0.5,173.3502,153.0,1,13,0,1.4012,39.9712
8,6,0.3,1.5,8,0.5,0.5,173.0323,161.9231,1,13,0,1.3752,41.9581
12,4,0.5,0.75,3,1.0,0.5,172.9167,252.8462,1,13,0,1.4998,37.1115
10,8,0.3,1.5,3,1.0,1.0,172.888,158.2308,1,13,0,1.3587,40.161
8,8,0.3,1.0,3,0.5,0.5,172.8876,255.7692,0,13,0,1.442,37.0715
8,8,0.3,1.5,3,1.0,0.5,172.8194,162.6923,1,13,0,1.4435,37.9223
10,6,0.5,1.0,5,0.5,0.5,172.704,239.2308,3,13,0,1.371,38.7239
12,4,0.5,0.75,5,0.5,0.5,172.6989,259.3846,1,13,0,1.4821,37.3537
8,4,1.0,1.5,3,1.0,0.5,172.6589,87.4615,2,13,0,1.285,34.9261
12,4,1.0,1.0,3,1.0,1.0,172.5999,130.6923,1,13,0,1.3149,31.9108
12,4,0.5,0.75,8,1.0,0.5,172.4964,256.4615,1,13,0,1.4973,37.2216
12,8,0.5,0.75,5,0.5,1.0,172.4598,275.2308,3,13,0,1.3844,33.7656
12,8,0.3,0.75,8,1.0,1.0,172.4235,305.0,2,13,0,1.4122,35.3739
10,4,1.0,1.0,5,1.0,0.5,172.3504,141.6923,2,13,0,1.3162,31.3707
10,6,0.3,1.0,5,0.5,1.0,172.1307,244.6923,2,13,0,1.2444,42.235
8,8,0.3,1.0,8,0.5,0.5,172.0954,261.7692,1,13,0,1.4529,38.9722
10,6,0.3,0.75,3,0.5,0.5,171.9814,319.3846,2,13,0,1.2873,40.9501
12,6,0.3,0.75,3,0.5,0.5,171.9125,315.7692,2,13,0,1.3586,38.7978
8,6,0.3,1.5,3,0.5,0.5,171.8333,158.7692,1,13,0,1.3658,41.0986
8,4,0.3,0.75,8,1.0,0.5,171.8006,293.5385,1,13,0,1.393,44.3521
8,6,0.3,1.5,5,1.0,1.0,171.7984,147.7692,1,13,0,1.3779,39.8462
10,6,0.3,0.75,5,1.0,0.5,171.198,313.2308,2,13,0,1.368,39.0683
12,8,0.3,0.75,3,0.5,0.5,171.0473,308.8462,2,13,0,1.3719,35.4168
10,8,0.5,1.5,5,0.5,1.0,170.8988,160.3846,1,13,0,1.3434,36.247
12,4,1.0,1.0,3,0.5,0.5,170.647,137.3846,1,13,0,1.2872,32.6719
8,8,0.5,1.5,3,1.0,0.5,170.1838,155.0769,1,13,0,1.4577,35.1201
12,6,0.3,0.75,8,0.5,1.0,170.176,314.0,2,13,0,1.3642,38.3158
8,4,0.5,1.0,3,1.0,0.5,170.1287,186.0769,3,13,0,1.3183,39.7619
8,6,0.5,1.5,8,1.0,0.5,170.0758,151.5385,2,13,0,1.3491,38.6294
12,8,0.5,0.75,5,1.0,0.5,170.0637,275.7692,1,13,0,1.483,33.31
12,6,0.3,0.75,8,1.0,1.0,169.9087,312.2308,2,13,0,1.383,38.1533
8,6,0.5,1.5,5,1.0,0.5,169.9056,148.4615,1,13,0,1.362,36.9061
8,6,0.5,1.0,3,1.0,0.5,169.7623,221.0769,2,13,0,1.4201,36.9471
8,6,0.5,1.5,3,0.5,0.5,169.6484,154.8462,2,13,0,1.3327,37.958
8,4,0.3,1.0,5,1.0,0.5,169.3421,209.2308,0,13,0,1.4144,42.9897
12,4,1.0,1.0,5,1.0,1.0,169.0947,133.4615,1,13,0,1.2656,32.2271
10,8,0.5,1.0,3,1.0,1.0,168.996,216.8462,0,13,0,1.4416,34.8151
12,4,1.0,1.5,3,0.5,1.0,168.863,84.5385,3,13,0,1.1853,36.9475
8,4,0.3,1.0,8,1.0,0.5,168.7983,212.1538,1,13,0,1.4068,43.0178
12,8,0.5,0.75,3,1.0,1.0,168.7966,271.5385,1,13,0,1.4287,33.0071
12,8,0.5,0.75,8,1.0,1.0,168.7324,274.3846,1,13,0,1.4643,32.9749
12,4,0.5,1.0,3,0.5,1.0,168.6125,186.5385,3,13,0,1.213,41.6728
8,8,0.3,1.0,8,1.0,0.5,168.3863,251.7692,0,13,0,1.4773,37.7028
10,6,0.3,0.75,5,1.0,1.0,168.3484,307.8462,2,13,0,1.2252,40.6265
8,4,0.3,1.0,3,0.5,0.5,168.3405,216.0,1,13,0,1.3602,44.2732
8,4,0.3,1.0,5,1.0,1.0,168.307,203.3077,2,13,0,1.3678,42.7935
10,6,0.3,0.75,8,1.0,1.0,168.0424,310.8462,2,13,0,1.2612,39.869
12,4,0.5,0.75,5,1.0,0.5,168.0175,255.8462,1,13,0,1.4801,36.9328
10,6,0.3,0.75,8,0.5,0.5,167.9641,325.2308,2,13,0,1.2585,41.0205
8,4,0.3,0.75,5,1.0,0.5,167.9271,289.8462,1,13,0,1.413,43.3101
8,6,0.3,1.0,8,0.5,0.5,167.6038,259.9231,1,13,0,1.3722,43.8545
10,8,0.5,1.0,5,0.5,0.5,167.2592,240.9231,1,13,0,1.4716,34.1795
12,8,0.5,0.75,8,0.5,1.0,167.1869,276.0769,1,13,0,1.442,32.8658
12,8,0.5,1.5,3,0.5,1.0,166.7596,152.9231,1,13,0,1.327,37.7449
8,6,0.5,1.5,8,0.5,0.5,166.7561,158.5385,2,13,0,1.3198,39.6171
8,8,0.3,1.0,5,1.0,0.5,166.6009,247.6154,0,13,0,1.5013,36.2102
10,6,0.3,0.75,8,0.5,1.0,166.4807,315.7692,2,13,0,1.1589,41.1587
12,8,0.3,0.75,5,1.0,1.0,166.1727,303.9231,2,13,0,1.348,35.4292
10,6,0.5,1.0,5,0.5,1.0,166.1386,228.6923,3,13,0,1.1964,40.196
8,4,0.3,1.0,8,0.5,0.5,165.5218,219.1538,1,13,0,1.3897,44.0404
10,4,1.0,0.75,3,1.0,0.5,165.0732,162.1538,1,13,0,1.5872,28.4369
12,6,0.3,0.75,5,1.0,1.0,164.4305,311.1538,2,13,0,1.3164,38.3813
12,8,0.5,0.75,3,0.5,0.5,164.3963,278.2308,1,13,0,1.4149,33.2396
10,8,0.3,0.75,8,1.0,0.5,164.3858,309.3077,2,13,0,1.3596,36.0099
8,6,0.5,1.5,5,1.0,1.0,164.1285,143.1538,1,13,0,1.3237,38.556
12,4,1.0,0.75,8,1.0,0.5,163.8997,164.4615,1,13,0,1.5791,30.3874
10,8,0.3,1.5,5,0.5,1.0,163.8247,167.9231,1,13,0,1.2895,39.6231
8,8,0.3,1.0,5,0.5,0.5,163.6669,262.0769,0,13,0,1.4218,38.3876
10,4,0.5,0.75,8,1.0,0.5,163.4759,260.4615,1,13,0,1.3929,38.3569
12,6,0.5,0.75,8,0.5,0.5,163.4652,284.1538,1,13,0,1.4217,33.9165
8,8,0.5,1.0,3,1.0,0.5,163.2839,221.9231,0,13,0,1.5181,32.8316
8,6,0.3,1.0,3,0.5,0.5,163.1342,254.7692,1,13,0,1.345,43.1424
12,4,0.5,0.75,5,0.5,1.0,162.7775,256.5385,1,13,0,1.3569,38.7627
10,4,0.5,0.75,5,1.0,0.5,162.6487,257.7692,2,13,0,1.4185,37.3546
8,4,0.3,0.75,5,0.5,0.5,162.4755,303.9231,1,13,0,1.3202,45.6826
12,4,1.0,0.75,8,0.5,0.5,162.4495,167.6154,1,13,0,1.5476,30.5169
8,6,0.5,1.0,3,0.5,0.5,162.446,238.6154,2,13,0,1.335,38.8815
8,6,0.3,1.0,8,1.0,0.5,162.045,250.8462,1,13,0,1.3833,43.1118
8,6,0.3,1.5,5,0.5,0.5,161.9205,163.0769,1,13,0,1.3399,41.6025
8,6,0.5,1.0,8,0.5,0.5,161.7912,244.1538,1,13,0,1.3396,39.7813
10,4,0.5,0.75,5,1.0,1.0,161.7065,252.7692,1,13,0,1.3114,38.6994
8,8,0.5,1.0,3,0.5,0.5,161.6496,239.6154,0,13,0,1.4365,34.2437
10,6,0.5,0.75,3,1.0,0.5,161.623,274.0769,3,13,0,1.3792,35.1717
12,8,0.5,0.75,5,1.0,1.0,161.5665,273.3077,1,13,0,1.3903,33.4774
12,8,1.0,1.0,8,1.0,0.5,161.5393,177.0,0,13,0,1.6689,30.3753
12,6,0.5,0.75,8,1.0,0.5,161.4121,281.3077,1,13,0,1.4301,34.05
12,4,0.5,0.75,3,1.0,1.0,161.3121,252.0769,1,13,0,1.4268,38.0809
12,8,0.3,1.5,3,0.5,1.0,161.2383,161.8462,1,13,0,1.2906,40.6727
12,6,0.5,0.75,3,1.0,0.5,161.0963,277.5385,1,13,0,1.431,33.895
12,6,0.5,0.75,5,0.5,0.5,160.968,284.4615,3,13,0,1.404,34.1093
8,6,0.3,1.5,3,1.0,1.0,160.8187,141.1538,1,13,0,1.3084,42.6159
10,4,0.5,0.75,3,0.5,0.5,160.7972,263.6923,2,13,0,1.3551,38.8734
8,4,1.0,1.5,8,1.0,0.5,160.5388,98.2308,3,13,0,1.243,37.7355
10,6,0.3,0.75,5,0.5,1.0,160.5292,312.7692,3,13,0,1.0932,41.5058
10,8,0.3,0.75,5,1.0,0.5,160.4173,306.6923,2,13,0,1.3801,34.8991
8,6,0.3,1.0,5,1.0,0.5,160.0199,246.6923,1,13,0,1.4124,41.6628
8,4,1.0,1.0,3,1.0,0.5,159.8647,135.6923,2,13,0,1.1999,32.0048
8,8,0.5,1.0,8,0.5,0.5,159.8092,245.7692,1,13,0,1.4385,36.3481
10,4,0.5,0.75,8,0.5,0.5,159.6671,269.2308,1,13,0,1.3165,39.4039
8,4,0.3,0.75,5,1.0,1.0,159.4348,282.9231,2,13,0,1.3351,43.4632
12,4,0.5,0.75,3,0.5,0.5,159.2431,258.3846,1,13,0,1.4063,38.4305
8,8,0.3,1.5,5,1.0,0.5,159.0306,170.7692,1,13,0,1.4106,38.3567
8,8,0.5,1.5,5,1.0,0.5,158.7891,163.6154,1,13,0,1.4245,35.6881
12,4,1.0,0.75,3,1.0,0.5,158.7871,160.6154,1,13,0,1.5583,29.6875
12,4,0.5,0.75,8,0.5,1.0,158.7739,257.3077,1,13,0,1.4175,37.4184
12,4,0.5,0.75,8,1.0,1.0,158.5927,255.6154,1,13,0,1.4275,38.0307
12,8,1.0,1.0,8,0.5,0.5,158.5321,179.7692,0,13,0,1.6469,30.2638
12,6,1.0,1.0,8,1.0,0.5,158.2802,171.0769,1,13,0,1.5329,32.8847
12,6,0.5,0.75,5,0.5,1.0,158.2691,280.6154,3,13,0,1.2905,35.663
8,8,0.5,1.5,8,0.5,0.5,157.7272,175.6154,1,13,0,1.3833,37.6275
12,8,0.3,1.0,3,0.5,1.0,157.5801,241.6923,1,13,0,1.2783,38.76
8,6,0.5,1.0,8,1.0,0.5,157.5392,234.6923,1,13,0,1.3554,39.3547
8,6,0.3,1.0,5,0.5,0.5,157.4888,260.4615,1,13,0,1.3397,43.5133
12,8,1.0,1.5,8,0.5,0.5,157.4529,135.2308,1,13,0,1.4384,33.8781
12,8,1.0,1.0,3,1.0,0.5,157.3328,173.0769,0,13,0,1.6517,29.5339
10,4,1.0,1.0,5,0.5,0.5,157.2799,153.3846,2,13,0,1.2124,31.9826
12,8,1.0,1.5,8,1.0,0.5,156.9698,132.7692,1,13,0,1.4479,34.2032
12,4,1.0,0.75,5,0.5,0.5,156.9356,168.0,1,13,0,1.5214,31.1928
10,4,0.5,0.75,8,1.0,1.0,156.871,256.0769,1,13,0,1.3106,38.7781
10,8,0.3,0.75,8,0.5,0.5,156.7392,318.6154,2,13,0,1.2682,37.1578
8,8,0.5,1.0,8,1.0,0.5,156.6841,235.3846,0,13,0,1.4601,35.1672
8,4,0.3,0.75,5,0.5,1.0,156.6242,289.4615,2,13,0,1.2243,45.8489
8,6,0.5,1.0,5,1.0,0.5,156.6065,230.4615,2,13,0,1.3876,37.5332
12,4,1.0,0.75,5,1.0,0.5,156.4275,163.7692,1,13,0,1.5434,30.3079
8,8,0.3,1.0,5,1.0,1.0,156.3654,240.8462,0,13,0,1.4028,36.8659
10,8,0.3,0.75,8,1.0,1.0,156.3628,304.0769,2,13,0,1.2722,36.1407
10,4,1.0,0.75,8,1.0,0.5,156.3432,172.9231,1,13,0,1.4991,30.5204
10,8,0.5,0.75,3,1.0,0.5,156.2629,270.5385,2,13,0,1.4241,33.0788
10,8,0.3,0.75,3,0.5,0.5,156.1509,312.8462,2,13,0,1.2988,36.1833
8,8,0.5,1.5,3,0.5,0.5,156.1422,171.0769,1,13,0,1.383,36.4568
8,6,0.5,1.5,3,1.0,1.0,156.076,135.8462,1,13,0,1.2695,41.0201
12,6,1.0,1.0,8,0.5,0.5,155.8108,173.7692,1,13,0,1.5132,32.7695
10,6,0.3,0.75,5,0.5,0.5,155.6215,325.3846,2,13,0,1.241,40.9819
8,4,1.0,1.5,5,1.0,0.5,155.5504,96.0,3,13,0,1.2557,35.673
12,6,0.5,0.75,5,1.0,0.5,155.4768,280.6154,1,13,0,1.4094,34.012
8,8,0.3,1.5,3,0.5,0.5,155.4182,177.8462,1,13,0,1.3602,39.3586
12,4,0.5,0.75,5,1.0,1.0,155.412,254.5385,1,13,0,1.3758,37.9664
10,4,0.5,0.75,8,0.5,1.0,155.3191,261.0,2,13,0,1.2165,40.5975
12,8,1.0,1.0,5,0.5,0.5,155.2348,180.1538,0,13,0,1.6217,31.0637
8,8,0.3,1.5,8,0.5,0.5,154.8481,182.1538,1,13,0,1.36,40.586
10,8,0.3,0.75,5,1.0,1.0,154.8062,301.0769,3,13,0,1.2353,37.3838
8,8,0.3,1.0,5,0.5,1.0,154.7292,247.6923,1,13,0,1.3187,38.5931
12,6,1.0,1.5,8,1.0,0.5,154.662,119.7692,1,13,0,1.3562,34.6964
8,8,0.5,1.5,8,1.0,0.5,154.5919,167.3846,1,13,0,1.3881,36.9447
8,6,0.3,1.5,8,1.0,1.0,154.5174,151.7692,1,13,0,1.3154,41.9114
8,8,0.3,1.5,5,1.0,1.0,154.4722,164.9231,1,13,0,1.3568,39.7362
10,6,0.3,0.75,3,1.0,1.0,154.3851,300.9231,2,13,0,1.1863,43.1029
8,4,1.0,1.5,3,0.5,0.5,154.2316,102.6923,3,13,0,1.191,38.203
8,6,0.5,1.5,5,0.5,0.5,154.1766,159.8462,2,13,0,1.2765,39.1071
12,8,1.0,1.0,5,1.0,0.5,153.7501,176.3077,0,13,0,1.6367,29.9308
12,6,1.0,1.5,8,0.5,0.5,153.732,122.3077,1,13,0,1.3408,34.638
8,4,1.0,1.5,8,0.5,0.5,153.6316,106.2308,3,13,0,1.2098,38.8223
8,8,0.5,1.0,5,0.5,0.5,153.5809,245.9231,1,13,0,1.4118,35.7821
8,8,0.5,1.0,5,1.0,0.5,153.4187,231.3846,0,13,0,1.4835,33.6653
8,4,0.3,1.5,3,0.5,1.0,153.3086,108.1538,2,13,0,1.214,46.9943
8,8,0.5,1.5,5,1.0,1.0,153.2207,157.5385,2,13,0,1.3681,37.0918
8,4,0.3,1.0,3,1.0,1.0,153.1339,194.6154,1,13,0,1.3173,43.124
10,8,1.0,1.5,3,1.0,0.5,152.9398,132.4615,1,13,0,1.4164,34.1944
8,6,0.5,1.0,5,0.5,0.5,152.9023,244.6923,2,13,0,1.3043,39.7721
8,4,0.3,1.0,5,0.5,0.5,152.7391,220.6923,1,13,0,1.3478,44.1983
12,8,1.0,1.5,5,0.5,0.5,152.6738,135.7692,1,13,0,1.4068,34.482
8,4,1.0,1.5,5,1.0,1.0,152.672,91.4615,3,13,0,1.1595,37.3109
12,6,0.5,0.75,8,0.5,1.0,152.6251,281.3846,1,13,0,1.3539,34.5468
12,8,1.0,1.5,3,1.0,0.5,152.5511,129.1538,1,13,0,1.4334,33.9106
12,6,1.0,1.0,3,1.0,0.5,152.46,167.2308,1,13,0,1.5135,32.3613
12,4,1.0,0.75,8,1.0,1.0,152.2148,163.8462,1,13,0,1.4991,31.2636
12,6,1.0,1.0,5,0.5,0.5,152.0397,174.1538,1,13,0,1.4868,33.6476
12,6,0.5,0.75,3,1.0,1.0,151.9698,276.6154,2,13,0,1.3502,35.0581
8,4,0.3,0.75,8,0.5,1.0,151.8835,293.6923,2,13,0,1.2171,46.667
12,6,0.5,0.75,8,1.0,1.0,151.7488,279.6154,1,13,0,1.3769,34.4237
10,4,1.0,0.75,8,0.5,0.5,151.659,182.3846,1,13,0,1.4319,31.1034
8,4,0.5,1.0,5,1.0,0.5,151.3255,194.5385,2,13,0,1.2836,39.7791
8,4,0.3,0.75,3,1.0,1.0,151.3095,271.5385,2,13,0,1.3055,43.3377
8,6,0.3,1.5,8,0.5,1.0,151.2314,155.0769,1,13,0,1.2974,42.5903
10,6,1.0,1.0,3,1.0,0.5,151.2255,169.1538,1,13,0,1.4915,31.9336
12,4,1.0,1.0,3,0.5,1.0,151.1924,133.9231,2,13,0,1.0369,34.9719
8,8,0.3,1.5,8,1.0,0.5,151.1184,174.6154,1,13,0,1.3635,39.7033
12,4,1.0,0.75,8,0.5,1.0,150.9261,165.8462,1,13,0,1.4537,31.8094
10,4,1.0,0.75,5,1.0,0.5,150.8367,170.2308,1,13,0,1.5189,29.698
12,8,0.5,1.0,3,0.5,1.0,150.6706,223.0769,1,13,0,1.2973,35.2535
12,8,1.0,1.5,5,1.0,0.5,150.3408,132.1538,1,13,0,1.422,33.7453
12,6,0.3,1.0,3,0.5,1.0,150.2362,240.5385,2,13,0,1.1811,44.1389
10,4,0.5,0.75,5,0.5,1.0,150.1364,258.1538,2,13,0,1.1754,39.3758
8,8,0.5,1.0,5,0.5,1.0,149.9568,231.6923,2,13,0,1.3258,36.8693
8,6,0.3,1.0,5,1.0,1.0,149.9017,240.1538,1,13,0,1.3219,41.7534
12,6,1.0,1.0,5,1.0,0.5,149.8437,170.3846,1,13,0,1.4984,32.9773
12,6,1.0,1.5,5,0.5,0.5,149.7209,122.6923,2,13,0,1.3154,35.1489
12,6,0.5,0.75,3,0.5,0.5,149.7114,283.2308,2,13,0,1.3327,35.0573
10,8,1.0,1.0,3,1.0,0.5,149.6188,175.3846,0,13,0,1.6151,29.7905
10,4,0.5,0.75,3,1.0,1.0,149.4637,246.0769,1,13,0,1.2804,39.721
8,4,0.3,0.75,8,1.0,1.0,149.2036,287.9231,1,13,0,1.277,45.4746
10,4,0.5,0.75,5,0.5,0.5,149.196,269.6923,2,13,0,1.2975,39.3827
8,4,1.0,1.5,3,1.0,1.0,149.1332,84.3846,4,13,0,1.1319,37.9899
8,8,0.3,1.5,3,1.0,1.0,148.9269,156.4615,1,13,0,1.3234,39.1573
10,8,0.5,0.75,8,1.0,0.5,148.9139,281.3846,2,13,0,1.3415,34.0324
8,4,0.3,1.0,8,0.5,1.0,148.8953,211.2308,1,13,0,1.3071,44.9818
12,4,1.0,0.75,5,0.5,1.0,148.8488,165.0769,1,13,0,1.4146,31.7642
8,4,0.5,1.0,3,0.5,0.5,148.8447,201.8462,3,13,0,1.236,41.2097
8,4,0.5,1.0,8,1.0,0.5,148.7206,198.0769,1,13,0,1.2622,40.9776
12,6,1.0,1.5,3,1.0,0.5,148.5665,116.4615,1,13,0,1.3269,34.8635
8,4,0.5,1.0,5,1.0,1.0,148.4912,188.7692,2,13,0,1.2321,40.656
8,6,0.5,1.5,8,1.0,1.0,148.4435,147.5385,2,13,0,1.2595,39.1597
