thr,s_ema,s_in,s_out,l_ema,l_in,l_out,avg_ret,avg_trades,neg_coins,total_coins,total_liqs,avg_sharpe,avg_mdd
8,6,0.3,1.0,8,0.5,1.0,3045.4015,250.3077,9,13,0,1.2481,96.0214
8,8,0.5,1.0,3,1.0,0.5,3020.371,221.9231,7,13,0,1.5181,90.5911
8,8,0.5,1.0,5,1.0,1.0,3009.8623,224.6154,9,13,0,1.3868,92.5516
8,6,0.5,1.0,5,1.0,0.5,2994.9257,230.4615,7,13,0,1.3876,92.6805
8,8,0.5,0.75,8,1.0,1.0,2954.8791,277.7692,10,13,0,1.1298,91.8813
8,6,0.5,0.75,5,1.0,0.5,2953.0596,283.2308,7,13,0,1.245,90.9673
10,6,0.3,1.0,3,0.5,0.5,2886.6371,250.1538,9,13,0,1.4459,94.9691
8,4,0.5,0.75,3,0.5,1.0,2860.0662,245.6154,11,13,0,0.7831,97.2217
10,6,0.3,1.0,3,1.0,0.5,2849.273,237.0769,6,13,0,1.5641,94.7406
10,4,0.5,0.75,3,0.5,1.0,2845.1087,249.2308,11,13,0,0.8962,96.2485
10,6,0.5,1.0,3,1.0,1.0,2844.9394,216.1538,7,13,0,1.3489,93.5257
8,6,0.3,1.0,8,1.0,1.0,2829.7287,245.2308,9,13,0,1.2662,95.9489
12,4,0.5,1.5,3,1.0,0.5,2813.4631,93.8462,7,13,1,1.3623,94.0042
12,8,0.5,1.0,5,1.0,1.0,2807.2506,223.3077,8,13,0,1.5633,89.2013
8,6,0.3,1.0,3,0.5,1.0,2772.9722,234.0769,12,13,0,0.8483,97.6904
8,4,0.5,0.75,8,1.0,1.0,2756.3426,257.9231,9,13,0,1.145,94.9812
8,8,0.3,0.75,3,0.5,1.0,2735.318,288.7692,12,13,0,0.6616,96.2198
8,8,0.5,0.75,5,1.0,0.5,2733.4083,280.0,9,13,0,1.266,89.6451
8,6,0.3,1.0,5,1.0,0.5,2722.1852,246.6923,7,13,0,1.4124,95.2917
10,4,0.5,1.5,3,1.0,0.5,2716.4786,95.7692,7,13,1,1.3464,94.0795
12,4,0.5,0.75,5,1.0,1.0,2710.7855,254.5385,9,13,0,1.3758,93.7491
8,6,0.5,1.0,3,1.0,0.5,2692.9801,221.0769,7,13,0,1.4201,92.7091
8,6,0.5,1.0,5,1.0,1.0,2681.0095,224.0,8,13,0,1.2941,93.1767
8,6,0.5,0.75,5,1.0,1.0,2645.6767,276.3846,9,13,0,1.1228,93.153
10,6,0.3,1.0,3,1.0,1.0,2624.9749,233.3077,8,13,0,1.3564,95.7368
8,6,0.5,1.0,3,0.5,1.0,2595.1825,218.8462,11,13,0,0.8235,97.0636
8,6,0.5,0.75,3,1.0,0.5,2588.2938,273.3846,7,13,0,1.2565,91.1642
12,6,0.5,1.0,5,0.5,1.0,2587.5135,225.0769,7,13,0,1.4067,92.8993
12,4,0.5,1.5,5,1.0,0.5,2586.9628,95.6923,7,13,1,1.3835,94.3674
12,6,0.5,1.0,8,1.0,0.5,2574.0892,225.3846,7,13,0,1.5378,92.0651
8,8,0.3,1.0,3,1.0,1.0,2521.1697,229.6154,9,13,0,1.3733,93.4639
10,6,1.0,0.75,5,0.5,0.5,2507.8113,216.5385,7,13,0,1.2731,85.7192
12,6,0.5,1.0,5,0.5,0.5,2494.7699,228.1538,7,13,0,1.5185,92.2058
12,4,0.3,0.75,3,0.5,1.0,2491.6651,285.1538,10,13,0,1.3019,95.8751
12,4,0.5,1.5,8,1.0,0.5,2489.0495,95.5385,7,13,1,1.418,94.164
12,6,0.3,1.0,3,1.0,0.5,2468.6298,239.5385,7,13,0,1.5645,94.4884
12,4,0.5,1.5,5,0.5,0.5,2462.9433,97.5385,7,13,1,1.3819,94.4531
12,4,0.5,1.5,8,0.5,0.5,2460.3235,96.6923,7,13,1,1.4074,94.2111
8,4,0.5,0.75,5,1.0,0.5,2460.1805,259.2308,8,13,0,1.2928,93.8937
12,6,0.5,1.0,3,1.0,0.5,2447.1242,221.7692,7,13,0,1.537,91.8377
8,6,0.3,1.0,5,1.0,1.0,2438.0801,240.1538,9,13,0,1.3219,95.7325
12,4,0.5,1.5,3,0.5,0.5,2438.0409,97.2308,7,13,1,1.3489,94.8696
8,6,0.3,1.0,3,1.0,0.5,2433.8542,237.5385,7,13,0,1.4463,95.1618
8,4,0.5,1.5,3,1.0,0.5,2409.631,97.6154,8,13,1,1.2349,94.3451
10,4,0.3,1.0,5,0.5,1.0,2403.5243,206.1538,7,13,0,1.3617,95.3538
8,8,0.5,0.75,5,1.0,1.0,2384.4497,272.9231,9,13,0,1.1479,92.0981
8,8,1.0,0.75,5,0.5,0.5,2369.0861,229.5385,9,13,0,1.2104,86.4341
8,8,0.5,0.75,3,1.0,0.5,2361.3351,270.1538,7,13,0,1.2828,90.2395
10,8,1.0,0.75,5,0.5,0.5,2356.7153,222.6154,7,13,0,1.2562,86.8073
12,6,0.3,1.0,8,1.0,0.5,2348.8479,243.0,7,13,0,1.5624,94.6971
12,6,0.3,1.0,3,1.0,1.0,2333.822,238.6154,8,13,0,1.4959,94.713
12,8,0.5,1.0,8,0.5,1.0,2320.6301,225.6923,7,13,0,1.6154,88.4072
8,6,0.5,0.75,3,0.5,1.0,2311.1242,268.0769,12,13,0,0.5936,96.6454
8,8,0.3,0.75,3,1.0,1.0,2308.8892,286.8462,10,13,0,1.1273,92.97
10,4,0.5,1.5,5,1.0,0.5,2307.4914,100.7692,8,13,1,1.3106,94.8617
12,6,0.5,1.0,8,0.5,0.5,2304.2595,227.8462,7,13,0,1.5343,91.9775
12,8,1.0,0.75,8,1.0,0.5,2298.5922,204.0,6,13,0,1.523,84.6305
10,4,0.5,1.5,3,0.5,0.5,2297.1821,104.0769,8,13,1,1.2913,95.1434
12,6,0.5,1.0,3,0.5,0.5,2258.377,227.2308,8,13,0,1.4457,92.6485
12,6,0.5,1.0,3,1.0,1.0,2247.0605,220.9231,7,13,0,1.4666,92.4833
10,4,0.3,1.5,3,1.0,0.5,2239.3443,104.4615,7,13,0,1.6577,95.4826
8,4,0.5,0.75,5,1.0,1.0,2217.1487,252.6923,9,13,0,1.2025,95.0688
12,6,0.5,1.0,8,1.0,1.0,2216.7349,224.1538,7,13,0,1.4825,92.323
8,4,0.5,0.75,3,1.0,0.5,2199.8023,249.8462,8,13,0,1.3243,93.7027
10,6,0.3,1.5,8,1.0,1.0,2196.7557,147.8462,8,13,0,1.4516,93.9405
12,6,0.3,1.0,5,0.5,1.0,2190.0826,242.6923,9,13,0,1.42,95.1218
10,4,0.5,1.5,8,1.0,0.5,2189.9536,101.5385,8,13,1,1.3284,94.627
12,6,0.3,1.0,5,0.5,0.5,2189.0626,245.7692,7,13,0,1.5438,94.7985
12,6,0.3,1.0,8,0.5,0.5,2185.5678,245.5385,7,13,0,1.5528,94.7033
12,8,1.0,0.75,3,1.0,0.5,2184.7614,200.1538,7,13,0,1.5043,84.5776
10,6,0.5,1.5,3,1.0,0.5,2180.9875,138.0,8,13,0,1.5198,92.5219
12,8,1.0,0.75,5,0.5,0.5,2163.0567,207.3846,6,13,0,1.4657,85.2845
12,6,0.5,1.0,5,1.0,0.5,2162.9829,224.7692,7,13,0,1.5173,91.855
12,4,0.5,1.5,5,1.0,1.0,2150.5561,94.9231,7,13,1,1.3294,94.7773
12,4,0.5,1.5,8,1.0,1.0,2145.9785,95.1538,7,13,1,1.3708,94.4999
10,6,0.5,1.5,3,0.5,0.5,2133.0753,149.2308,9,13,0,1.445,92.2736
10,4,0.5,1.0,8,1.0,1.0,2132.24,190.3846,8,13,0,1.34,93.8294
10,6,1.0,0.75,8,0.5,0.5,2128.057,216.0769,7,13,0,1.312,85.9301
10,6,0.5,1.5,8,1.0,0.5,2120.1665,146.3846,9,13,0,1.4679,92.3749
10,8,0.5,1.0,3,0.5,1.0,2105.8975,220.8462,10,13,0,1.0209,94.6287
10,6,0.5,1.5,5,1.0,0.5,2097.3409,144.4615,9,13,0,1.471,92.3146
8,8,1.0,1.0,5,0.5,0.5,2089.5829,202.5385,7,13,0,1.3992,88.2238
10,6,0.5,0.75,3,0.5,1.0,2075.6309,272.6923,12,13,0,0.652,96.0735
12,4,0.5,1.5,5,0.5,1.0,2067.3655,95.8462,7,13,1,1.3384,94.7355
10,6,0.3,1.5,5,1.0,0.5,2065.9495,149.3846,8,13,0,1.5074,94.3449
12,6,0.3,1.0,3,0.5,0.5,2064.1979,244.6923,7,13,0,1.4801,95.0827
12,6,0.3,1.0,5,1.0,0.5,2063.746,242.1538,7,13,0,1.5527,94.5095
12,4,0.3,1.5,3,1.0,0.5,2062.793,102.0,7,13,0,1.7023,94.8224
8,4,0.5,1.5,8,0.5,0.5,2061.6957,108.9231,8,13,1,1.1688,95.3405
8,4,0.5,1.5,5,1.0,1.0,2057.0765,99.6923,8,13,1,1.2021,95.3336
12,8,1.0,0.75,3,1.0,1.0,2056.4984,199.5385,6,13,0,1.4209,84.9734
12,6,0.3,1.0,8,1.0,1.0,2036.2813,241.7692,8,13,0,1.4965,94.8755
12,6,0.5,1.5,3,1.0,0.5,2007.088,136.6923,9,13,0,1.5043,92.6789
12,4,0.5,1.5,8,0.5,1.0,2005.0763,96.0,7,13,1,1.3527,94.567
12,8,1.0,0.75,8,0.5,0.5,1993.8702,207.0,6,13,0,1.4943,84.4002
8,4,0.5,1.5,3,0.5,0.5,1993.27,108.0769,8,13,1,1.1577,95.3756
10,6,1.0,1.0,5,0.5,0.5,1978.4458,189.3077,6,13,0,1.3225,88.9912
10,4,0.3,1.0,8,0.5,1.0,1977.7177,207.6923,7,13,0,1.4325,94.9664
12,4,0.3,1.5,5,1.0,0.5,1976.3528,103.6923,7,13,0,1.7157,94.7919
10,4,0.3,1.5,8,0.5,0.5,1975.1186,112.5385,8,13,0,1.6421,95.7629
10,8,0.3,1.5,5,0.5,1.0,1974.1737,167.9231,9,13,0,1.2895,94.1595
10,4,0.3,1.5,3,0.5,0.5,1973.712,112.2308,8,13,0,1.623,96.0994
10,4,0.3,1.5,8,1.0,0.5,1955.7437,109.6154,7,13,0,1.6597,95.5029
10,6,1.0,0.75,5,0.5,1.0,1954.4117,206.0769,9,13,0,1.0929,89.0119
8,4,0.5,1.5,8,1.0,0.5,1945.2463,105.0,8,13,1,1.2121,95.1682
12,8,1.0,0.75,3,0.5,0.5,1939.3371,206.1538,8,13,0,1.4092,85.5778
12,6,0.5,1.5,8,1.0,0.5,1936.5866,139.1538,8,13,0,1.5293,92.3968
12,8,1.0,0.75,8,1.0,1.0,1934.1614,203.4615,6,13,0,1.4339,85.5434
12,8,1.0,0.75,5,0.5,1.0,1930.9598,204.7692,7,13,0,1.3067,86.908
10,4,0.3,1.5,5,1.0,0.5,1930.0331,109.2308,8,13,0,1.6324,95.794
12,4,0.3,1.5,8,1.0,0.5,1924.429,103.5385,7,13,0,1.7412,94.501
12,6,0.5,1.5,5,1.0,0.5,1923.8031,138.6923,9,13,0,1.5084,92.8681
12,4,0.3,1.5,8,0.5,0.5,1923.692,104.5385,7,13,0,1.7356,94.6877
10,8,1.0,0.75,8,0.5,0.5,1917.2083,222.1538,8,13,0,1.3004,85.9923
12,8,0.5,1.0,3,0.5,1.0,1908.1405,223.0769,9,13,0,1.2973,92.8372
8,4,1.0,0.75,5,1.0,0.5,1907.9513,159.6154,5,13,1,1.2526,84.4176
8,4,0.3,0.75,3,1.0,1.0,1907.7707,271.5385,9,13,0,1.3055,95.8551
12,4,1.0,0.75,8,0.5,0.5,1902.2942,154.0769,4,13,1,1.4589,85.9072
8,8,1.0,0.75,8,0.5,0.5,1897.7438,229.6154,8,13,0,1.2535,86.7126
12,8,1.0,0.75,5,1.0,0.5,1889.5058,203.3846,6,13,0,1.4891,85.31
12,4,0.5,1.5,3,1.0,1.0,1888.1334,93.4615,8,13,1,1.2909,95.0289
12,6,0.5,1.0,5,1.0,1.0,1882.1234,223.2308,8,13,0,1.4112,92.584
12,4,0.3,1.5,5,0.5,0.5,1879.2151,105.4615,7,13,0,1.7122,94.9526
10,8,0.5,0.75,3,0.5,1.0,1877.5633,268.1538,11,13,0,0.7018,95.0447
10,4,0.3,1.5,5,0.5,0.5,1869.0569,114.2308,8,13,0,1.6054,95.9742
8,4,0.5,1.5,5,1.0,0.5,1860.469,103.6154,8,13,1,1.2012,95.0934
12,6,0.5,1.5,8,0.5,0.5,1857.7212,141.1538,9,13,0,1.5182,92.5517
10,6,0.5,1.5,8,0.5,0.5,1856.0657,152.3846,9,13,0,1.4195,92.6093
10,8,0.3,1.5,5,0.5,0.5,1854.0565,177.4615,9,13,0,1.4086,93.5005
10,6,0.5,1.5,8,1.0,1.0,1852.8788,143.1538,9,13,0,1.4099,92.2602
10,4,0.5,1.5,5,1.0,1.0,1845.2651,97.6923,8,13,1,1.2893,95.2031
8,6,1.0,0.75,5,0.5,0.5,1845.0873,223.0769,8,13,0,1.2074,87.3466
12,6,0.5,1.5,5,0.5,0.5,1844.8876,141.6923,9,13,0,1.4982,92.8893
10,6,0.3,1.5,3,1.0,0.5,1842.9419,143.6923,7,13,0,1.5514,94.3961
10,6,0.3,1.5,3,0.5,0.5,1840.7215,153.6154,8,13,0,1.4803,94.3435
12,6,0.5,1.5,3,0.5,0.5,1839.9214,140.7692,9,13,0,1.474,93.508
10,4,0.5,1.5,5,0.5,0.5,1835.054,106.6154,8,13,1,1.2534,94.8699
12,4,0.3,1.5,3,0.5,0.5,1834.8081,105.1538,7,13,0,1.6932,95.2085
12,6,0.3,1.0,5,1.0,1.0,1821.8806,240.7692,8,13,0,1.4412,94.9462
10,4,0.3,1.0,8,1.0,1.0,1819.0146,204.6923,8,13,0,1.4845,94.7262
10,4,0.5,1.5,8,0.5,0.5,1816.1991,105.0,8,13,1,1.283,94.9327
10,8,1.0,0.75,5,0.5,1.0,1816.088,212.0769,10,13,0,1.0859,90.3031
10,8,0.3,1.5,8,0.5,1.0,1816.0703,169.5385,9,13,0,1.3764,93.8249
12,4,1.0,0.75,8,1.0,0.5,1807.4105,151.2308,3,13,1,1.486,85.7364
10,6,0.3,1.5,8,1.0,0.5,1802.7572,150.8462,8,13,0,1.5158,94.2361
12,4,0.5,0.75,8,0.5,1.0,1798.0347,257.3077,8,13,0,1.4175,93.4779
10,4,0.5,1.5,3,1.0,1.0,1793.8778,94.3846,8,13,1,1.1828,95.3482
10,8,0.5,1.5,5,0.5,1.0,1790.7573,160.3846,8,13,0,1.3434,93.1201
8,4,0.5,1.5,8,1.0,1.0,1787.4636,102.1538,8,13,1,1.1478,95.3435
8,8,0.5,1.0,3,1.0,1.0,1785.9346,213.6154,9,13,0,1.35,93.1197
10,6,0.3,1.5,5,1.0,1.0,1785.0493,145.6923,8,13,0,1.4484,94.7136
10,4,0.5,1.5,8,1.0,1.0,1781.5179,99.2308,8,13,1,1.2879,94.7369
10,4,0.5,1.0,5,0.5,1.0,1766.8556,192.0769,8,13,0,1.2217,93.5672
10,6,0.5,1.5,5,0.5,0.5,1744.7127,153.4615,9,13,0,1.386,92.7381
10,8,0.3,1.5,8,1.0,1.0,1736.867,165.9231,8,13,0,1.4201,93.7342
8,6,0.5,1.0,3,1.0,1.0,1728.1873,213.3077,8,13,0,1.2741,93.9519
12,4,0.5,0.75,3,0.5,1.0,1722.8175,254.0769,11,13,0,1.1367,95.5253
10,6,1.0,0.75,5,1.0,0.5,1721.6048,203.7692,6,13,0,1.4133,84.9137
10,6,0.3,1.5,5,0.5,1.0,1717.9205,149.6923,9,13,0,1.3273,94.4876
10,6,0.3,1.5,5,0.5,0.5,1702.4121,157.3077,9,13,0,1.4403,94.4948
10,4,1.0,0.75,5,1.0,0.5,1695.3366,156.9231,5,13,1,1.4197,84.3471
10,8,0.3,1.5,8,0.5,0.5,1685.3841,176.3077,9,13,0,1.4483,93.5876
10,4,0.5,1.0,5,1.0,0.5,1684.4158,191.5385,8,13,0,1.4138,93.2393
10,8,1.0,1.0,5,0.5,1.0,1683.0369,185.5385,9,13,0,1.2938,90.114
10,6,0.3,1.0,3,0.5,1.0,1674.7652,236.8462,11,13,0,0.9347,97.415
12,4,1.0,0.75,8,1.0,1.0,1673.2276,150.6154,4,13,1,1.3898,86.595
12,6,0.3,1.5,8,1.0,0.5,1672.8956,144.6154,8,13,0,1.5636,94.084
10,6,1.0,0.75,5,1.0,1.0,1671.9546,199.3077,7,13,0,1.2557,87.6072
8,8,1.0,1.0,8,0.5,0.5,1661.8319,202.3846,7,13,0,1.4509,88.8986
12,4,1.0,0.75,8,0.5,1.0,1648.0221,152.5385,5,13,1,1.3444,87.2013
8,4,0.3,1.5,3,1.0,0.5,1642.6825,106.3077,8,13,0,1.5592,95.8336
10,6,1.0,0.75,8,0.5,1.0,1641.8193,208.6154,8,13,0,1.1683,87.1115
12,6,1.0,0.75,8,1.0,0.5,1639.3901,198.1538,6,13,0,1.5149,86.0869
10,8,0.5,1.5,8,0.5,1.0,1639.3323,162.4615,8,13,0,1.4062,93.0862
10,6,0.3,1.5,8,0.5,1.0,1632.6982,150.7692,9,13,0,1.3969,94.2024
10,8,0.5,1.5,5,0.5,0.5,1630.765,170.1538,7,13,0,1.4461,92.662
12,6,0.3,1.5,3,1.0,0.5,1629.4811,142.4615,8,13,0,1.5378,94.5009
12,4,0.5,1.5,3,0.5,1.0,1625.9719,95.3077,9,13,1,1.2291,95.9226
8,4,1.0,0.75,8,1.0,0.5,1618.4997,164.3077,6,13,1,1.2065,86.7878
12,6,0.3,1.5,5,1.0,0.5,1618.0279,144.2308,8,13,0,1.5462,94.509
10,6,1.0,1.0,8,0.5,0.5,1614.7364,188.7692,7,13,0,1.3575,89.7255
10,6,1.0,0.75,8,1.0,0.5,1602.7815,206.3077,6,13,0,1.3965,84.876
12,8,1.0,0.75,5,1.0,1.0,1601.2465,202.3077,8,13,0,1.3505,87.4602
10,4,0.5,1.0,8,0.5,1.0,1600.8218,194.0,8,13,0,1.2723,93.5856
8,4,0.3,1.5,8,0.5,0.5,1598.2117,116.5385,8,13,0,1.5396,96.3642
12,4,0.3,1.5,8,0.5,1.0,1597.1165,103.8462,7,13,0,1.6924,95.009
10,6,0.3,1.5,8,0.5,0.5,1594.2443,156.2308,8,13,0,1.4713,94.4107
10,4,0.3,1.5,8,1.0,1.0,1593.919,107.3846,7,13,0,1.6205,95.5411
10,8,1.0,0.75,5,1.0,0.5,1581.1042,210.0769,6,13,0,1.3907,85.7171
10,4,0.5,1.0,3,0.5,0.5,1578.9934,197.0769,7,13,0,1.368,93.6872
10,4,0.3,1.5,5,1.0,1.0,1576.4334,106.1538,7,13,0,1.603,95.5561
8,6,0.3,1.0,3,1.0,1.0,1575.6829,229.4615,8,13,0,1.2952,95.8601
12,4,0.3,1.5,8,1.0,1.0,1570.8995,103.1538,7,13,0,1.7066,94.8118
10,8,0.3,1.5,5,1.0,0.5,1562.8458,167.2308,7,13,0,1.5175,92.6285
8,6,0.5,0.75,3,1.0,1.0,1556.9482,264.0769,9,13,0,1.0942,93.2499
12,6,1.0,0.75,5,0.5,0.5,1556.2797,201.5385,6,13,0,1.4595,86.6276
10,4,0.5,1.0,5,0.5,0.5,1549.9925,201.6923,9,13,0,1.3268,93.3402
12,4,0.3,1.5,5,1.0,1.0,1549.2778,102.9231,7,13,0,1.6777,95.0454
12,6,1.0,0.75,3,1.0,0.5,1548.364,194.3077,6,13,0,1.4945,86.2569
8,4,0.5,1.5,5,0.5,0.5,1545.8621,110.7692,8,13,1,1.1314,95.375
12,6,0.5,1.0,8,0.5,1.0,1545.6307,225.6923,7,13,0,1.4667,92.1887
10,4,0.5,1.0,3,1.0,0.5,1542.3505,184.7692,7,13,0,1.4542,93.8217
8,4,1.0,0.75,8,0.5,0.5,1536.3136,176.3846,7,13,1,1.1571,87.1006
10,6,1.0,1.0,5,0.5,1.0,1534.1152,179.3077,9,13,0,1.1515,90.3802
8,4,0.5,1.5,8,0.5,1.0,1533.0981,104.6154,8,13,1,1.0996,95.2024
10,6,0.5,1.0,3,0.5,1.0,1525.5243,220.9231,11,13,0,0.8916,95.9988
10,6,0.5,1.5,5,1.0,1.0,1522.9734,140.6923,9,13,0,1.3988,93.3023
10,8,1.0,0.75,5,1.0,1.0,1522.279,205.5385,7,13,0,1.2304,88.8553
10,8,1.0,0.75,8,1.0,1.0,1521.4751,208.7692,7,13,0,1.2686,87.3325
8,6,1.0,1.0,5,0.5,0.5,1521.2696,196.6923,7,13,0,1.2167,90.7172
12,6,0.3,1.5,5,0.5,0.5,1520.5782,147.0,8,13,0,1.5341,94.3708
12,4,0.5,1.0,8,1.0,0.5,1519.5063,187.8462,8,13,0,1.4754,93.3458
8,4,1.0,0.75,8,0.5,1.0,1517.9451,166.8462,7,13,1,1.0637,87.6351
10,4,0.3,1.0,5,1.0,0.5,1514.8649,206.3846,8,13,0,1.5466,94.7691
8,8,1.0,1.0,5,0.5,1.0,1513.3181,189.7692,10,13,0,1.2348,91.1377
12,6,0.3,1.5,8,0.5,0.5,1511.8866,146.5385,8,13,0,1.5445,94.2995
10,6,1.0,0.75,8,1.0,1.0,1510.3781,202.3846,6,13,0,1.2956,86.2075
12,6,0.3,1.5,3,0.5,0.5,1508.6861,146.1538,8,13,0,1.5155,94.8283
10,8,0.5,1.5,8,1.0,1.0,1506.3768,158.3077,9,13,0,1.4573,92.474
10,4,0.3,1.5,8,0.5,1.0,1502.0524,109.2308,7,13,0,1.5911,95.7686
10,8,1.0,0.75,8,1.0,0.5,1493.8292,212.6154,7,13,0,1.3781,85.7243
10,6,0.5,1.5,8,0.5,1.0,1487.8669,146.4615,9,13,0,1.3467,92.8403
10,8,0.5,1.5,8,0.5,0.5,1484.6305,169.2308,7,13,0,1.4806,92.7973
8,8,1.0,0.75,3,0.5,0.5,1482.9434,221.6923,7,13,0,1.2558,87.2873
10,6,1.0,0.75,3,0.5,0.5,1480.5805,210.3077,6,13,0,1.3373,85.4032
12,4,0.3,1.5,5,0.5,1.0,1466.8405,103.8462,7,13,0,1.6809,95.1655
10,4,0.5,1.0,8,1.0,0.5,1463.6237,194.0769,8,13,0,1.3963,93.9168
10,4,0.5,1.0,5,1.0,1.0,1460.767,187.3077,7,13,0,1.3368,94.1695
12,4,0.5,1.0,3,1.0,0.5,1458.8001,184.6923,8,13,0,1.4709,93.0658
12,4,0.3,1.0,8,1.0,0.5,1457.1861,202.9231,8,13,0,1.6301,94.6409
8,8,1.0,1.0,3,0.5,0.5,1454.1661,195.3846,6,13,0,1.4454,87.5361
12,6,0.3,1.0,8,0.5,1.0,1453.6243,243.3077,8,13,0,1.4797,94.8921
8,8,0.5,0.75,3,0.5,1.0,1445.226,263.6154,12,13,0,0.6367,96.2657
12,6,1.0,0.75,8,0.5,0.5,1442.8908,201.1538,6,13,0,1.4874,85.6985
10,8,1.0,0.75,8,0.5,1.0,1440.0425,214.7692,10,13,0,1.1587,88.5803
10,4,0.3,1.5,3,1.0,1.0,1439.862,103.0,7,13,0,1.5151,96.4313
10,8,1.0,0.75,3,0.5,0.5,1435.5071,216.4615,7,13,0,1.3276,85.8731
10,8,0.3,1.5,5,1.0,1.0,1434.5577,162.9231,7,13,0,1.4329,93.7011
8,4,0.5,0.75,3,1.0,1.0,1434.4722,241.2308,9,13,0,1.1969,94.8167
10,4,1.0,0.75,8,1.0,0.5,1431.6247,159.6923,3,13,1,1.3909,85.7021
12,6,0.5,1.5,5,1.0,1.0,1429.3378,137.8462,9,13,0,1.4483,93.3365
12,4,0.5,1.0,5,1.0,0.5,1428.1276,186.8462,9,13,0,1.4679,93.016
10,4,1.0,0.75,3,1.0,0.5,1424.6455,149.2308,4,13,1,1.4927,84.0356
12,4,0.3,1.0,3,1.0,0.5,1424.637,200.2308,8,13,0,1.6161,94.6643
12,4,0.3,1.0,5,1.0,0.5,1419.0228,202.0,8,13,0,1.6223,94.6611
10,4,1.0,0.75,8,0.5,0.5,1413.3983,168.6923,4,13,1,1.3345,85.9872
12,6,0.5,1.5,8,1.0,1.0,1409.5753,138.6154,9,13,0,1.467,93.1089
12,4,0.5,1.0,5,0.5,0.5,1407.0988,190.6154,8,13,0,1.4459,93.3786
8,8,0.5,0.75,3,1.0,1.0,1404.7877,260.6154,9,13,0,1.1016,93.062
12,6,1.0,0.75,3,0.5,0.5,1403.2119,200.2308,7,13,0,1.4032,87.2571
12,6,1.0,0.75,3,1.0,1.0,1399.6828,193.6923,6,13,0,1.4222,86.9141
10,6,1.0,0.75,3,1.0,0.5,1399.4558,195.4615,6,13,0,1.4704,84.4058
10,4,0.3,1.0,3,1.0,0.5,1399.1843,199.9231,7,13,0,1.5843,94.4856
8,4,0.3,1.5,5,1.0,1.0,1393.2219,108.0769,8,13,0,1.5138,95.9537
10,8,1.0,1.0,5,0.5,0.5,1392.9839,195.6923,6,13,0,1.4418,88.5137
8,6,1.0,0.75,8,0.5,0.5,1392.7293,223.0,7,13,0,1.2495,87.1182
10,4,1.0,1.5,3,1.0,0.5,1391.6705,70.8462,7,13,3,0.9448,91.671
10,4,1.0,0.75,5,0.5,0.5,1391.1147,169.3077,6,13,1,1.2909,86.0762
10,4,0.3,1.0,5,0.5,0.5,1387.396,215.3077,9,13,0,1.4695,94.7184
10,4,0.5,1.0,8,0.5,0.5,1385.2516,200.6154,8,13,0,1.3443,93.501
10,4,0.3,1.5,5,0.5,1.0,1385.1518,108.7692,7,13,0,1.5457,95.9091
10,8,0.3,1.5,8,1.0,0.5,1380.0137,169.6923,8,13,0,1.4876,93.314
12,4,0.5,1.0,3,0.5,0.5,1376.0236,189.2308,9,13,0,1.4116,93.7879
10,8,0.3,1.5,3,1.0,0.5,1367.2073,160.9231,7,13,0,1.5587,92.3477
12,6,1.0,0.75,8,1.0,1.0,1363.0933,197.6154,6,13,0,1.4273,87.0258
12,6,1.0,0.75,5,1.0,0.5,1362.8035,197.4615,6,13,0,1.4808,86.9738
8,4,0.3,1.5,8,1.0,0.5,1354.7103,113.0769,8,13,0,1.5514,96.2346
12,6,0.3,1.5,8,1.0,1.0,1353.9954,144.0769,8,13,0,1.5063,94.4082
8,4,1.0,0.75,8,1.0,1.0,1352.4515,159.0769,7,13,1,1.0835,87.5133
12,4,0.3,1.5,3,1.0,1.0,1344.7159,101.6154,7,13,0,1.6306,95.7064
10,6,1.0,1.0,8,0.5,1.0,1339.7119,181.8462,7,13,0,1.219,90.1908
12,6,0.3,1.5,5,1.0,1.0,1336.7925,143.3846,8,13,0,1.4992,94.7891
10,6,0.5,1.5,5,0.5,1.0,1331.7966,145.1538,9,13,0,1.2718,93.5455
12,6,1.0,0.75,5,0.5,1.0,1330.4141,198.9231,7,13,0,1.3127,88.3356
12,6,0.3,1.0,3,0.5,1.0,1330.4073,240.5385,10,13,0,1.1811,96.9205
12,4,0.3,1.0,3,0.5,0.5,1325.0448,204.3077,8,13,0,1.561,95.2138
12,8,1.0,0.75,8,0.5,1.0,1321.0231,205.5385,6,13,0,1.3826,85.5862
12,6,0.5,1.5,5,0.5,1.0,1319.7062,139.6923,9,13,0,1.4197,93.605
12,8,0.5,1.5,3,1.0,0.5,1318.1447,151.3846,7,13,0,1.5868,90.3976
12,8,0.3,1.5,3,1.0,0.5,1317.6995,160.4615,7,13,0,1.5208,92.9575
12,8,0.5,1.5,8,1.0,0.5,1316.8692,154.6923,6,13,0,1.5921,90.573
10,4,0.3,1.0,5,1.0,1.0,1314.8408,202.0769,7,13,0,1.4722,95.131
12,4,0.3,1.0,5,0.5,0.5,1311.7702,205.6154,8,13,0,1.5954,94.871
10,8,0.5,1.5,5,1.0,0.5,1307.5876,159.6154,6,13,0,1.5447,91.5601
8,4,0.5,1.5,5,0.5,1.0,1301.7441,103.6923,8,13,1,1.146,95.9653
8,4,0.3,1.5,8,0.5,1.0,1299.4744,112.3846,8,13,0,1.4911,96.2283
