thr,s_ema,s_in,s_out,l_ema,l_in,l_out,avg_ret,avg_trades,neg_coins,total_coins,total_liqs,avg_sharpe,avg_mdd
10,4,0.3,1.0,8,0.5,0.5,1296.9733,214.0769,7,13,0,1.4923,94.6111
12,6,0.3,1.5,3,1.0,1.0,1286.8472,141.6923,8,13,0,1.4835,95.3344
8,4,0.3,1.5,5,1.0,0.5,1285.9575,112.0769,8,13,0,1.5331,96.2252
12,6,0.5,1.5,3,1.0,1.0,1283.7305,135.9231,9,13,0,1.4465,93.8958
10,8,1.0,0.75,3,1.0,0.5,1281.1976,201.6923,6,13,0,1.4554,84.6492
12,8,0.5,1.5,8,0.5,0.5,1280.0951,156.9231,6,13,0,1.5856,90.7966
10,6,1.0,1.0,5,1.0,0.5,1279.5636,177.3077,5,13,0,1.4339,89.0153
8,8,1.0,0.75,5,0.5,1.0,1277.7327,216.0769,11,13,0,1.0173,92.3024
12,4,0.5,1.0,8,0.5,0.5,1276.5841,190.1538,8,13,0,1.4636,93.3399
12,8,0.5,1.5,5,0.5,0.5,1272.6205,157.4615,6,13,0,1.5609,91.1029
10,4,1.0,0.75,8,1.0,1.0,1271.8662,156.0,5,13,1,1.3009,86.598
10,4,0.3,1.0,8,1.0,0.5,1270.4236,208.4615,8,13,0,1.5375,94.4336
10,8,0.3,1.5,3,0.5,0.5,1265.5747,172.4615,7,13,0,1.4651,92.715
8,8,1.0,1.0,8,0.5,1.0,1260.6785,193.6154,7,13,0,1.2934,90.6389
12,4,0.3,1.0,8,0.5,0.5,1255.8907,204.9231,8,13,0,1.6155,95.007
12,4,1.0,1.5,3,1.0,0.5,1255.7689,67.5385,7,13,3,0.9493,91.115
10,4,0.3,1.0,3,0.5,0.5,1255.0845,211.5385,7,13,0,1.4864,95.1491
10,8,1.0,1.0,8,0.5,1.0,1246.8958,188.1538,7,13,0,1.3601,89.3806
12,4,1.0,0.75,5,1.0,0.5,1238.358,150.5385,5,13,1,1.4436,86.0431
10,6,0.3,1.5,3,1.0,1.0,1229.6232,141.6923,9,13,0,1.3719,95.9373
8,6,1.0,0.75,3,0.5,0.5,1229.4719,215.5385,9,13,0,1.2425,87.6122
8,4,0.3,1.5,3,0.5,0.5,1229.3527,116.2308,8,13,0,1.5091,96.5118
10,6,1.0,1.0,8,1.0,0.5,1226.6938,179.9231,5,13,0,1.4182,89.2684
10,6,0.5,1.5,3,1.0,1.0,1225.2273,136.0,9,13,0,1.3456,94.6986
12,4,0.5,1.0,8,1.0,1.0,1221.211,187.3077,9,13,0,1.4207,93.5957
8,6,1.0,0.75,5,0.5,1.0,1220.3803,209.6154,11,13,0,1.0415,91.048
10,8,0.5,1.5,8,1.0,0.5,1217.0834,162.0769,6,13,0,1.5237,92.2507
12,4,0.5,1.0,5,1.0,1.0,1210.6001,186.0,9,13,0,1.4153,93.4931
10,6,1.0,1.0,5,1.0,1.0,1209.2886,172.9231,7,13,0,1.2989,90.4289
12,8,0.5,1.5,3,0.5,0.5,1209.1655,156.0769,8,13,0,1.5296,91.6389
12,8,0.5,1.5,5,1.0,0.5,1204.6539,153.8462,7,13,0,1.5835,90.6555
8,4,0.3,1.5,8,1.0,1.0,1201.2265,110.4615,8,13,0,1.4899,96.4325
8,4,0.3,1.5,5,0.5,0.5,1200.6035,118.4615,8,13,0,1.4975,96.6143
12,6,0.5,1.5,8,0.5,1.0,1195.8015,140.0,9,13,0,1.4427,93.3609
12,8,0.3,1.5,8,1.0,0.5,1195.5502,163.6154,7,13,0,1.5211,93.5165
8,6,0.5,1.5,3,1.0,0.5,1190.2375,140.4615,8,13,0,1.3978,93.418
10,8,1.0,0.75,3,1.0,1.0,1189.2017,198.0769,7,13,0,1.224,87.571
10,6,1.0,1.0,8,1.0,1.0,1183.8873,176.1538,6,13,0,1.3178,89.7243
12,6,0.3,1.5,5,0.5,1.0,1183.2683,145.0769,8,13,0,1.4663,94.6805
12,8,0.3,1.5,8,0.5,0.5,1181.9002,165.6923,7,13,0,1.5083,93.5453
8,4,0.5,1.5,3,1.0,1.0,1179.0144,94.9231,9,13,1,1.0665,95.4616
8,4,1.0,0.75,5,0.5,0.5,1176.8724,176.4615,7,13,1,1.1232,87.3426
10,8,0.5,1.5,3,0.5,0.5,1176.6693,165.0769,7,13,0,1.5022,91.945
10,4,0.5,1.5,8,0.5,1.0,1175.1449,101.3846,8,13,1,1.2336,94.9372
8,8,1.0,0.75,8,0.5,1.0,1173.7721,220.3077,10,13,0,1.0855,89.9835
12,4,1.0,0.75,5,0.5,0.5,1173.5673,154.5385,5,13,1,1.4233,86.9345
10,8,0.5,1.5,5,1.0,1.0,1167.3497,155.1538,8,13,0,1.4565,92.8072
12,4,1.0,0.75,3,1.0,0.5,1166.3927,147.6154,5,13,1,1.4364,85.2544
10,8,0.5,1.5,3,1.0,0.5,1152.1955,152.7692,5,13,0,1.5921,91.205
10,8,1.0,1.0,8,0.5,0.5,1151.8816,195.2308,7,13,0,1.4831,88.676
8,4,1.0,0.75,5,1.0,1.0,1149.8635,154.1538,6,13,1,1.1332,87.5906
8,6,0.5,1.5,3,0.5,0.5,1142.2834,154.8462,9,13,0,1.3327,93.0839
12,4,0.3,1.0,8,1.0,1.0,1141.648,202.0769,8,13,0,1.5825,94.6185
12,4,0.3,1.0,5,1.0,1.0,1136.7229,201.0,8,13,0,1.5679,94.9757
12,4,1.0,1.5,8,1.0,0.5,1136.6929,69.9231,7,13,3,1.0447,91.55
8,6,0.3,1.5,3,1.0,0.5,1135.6653,145.6923,8,13,0,1.4366,94.9959
10,6,1.0,0.75,3,1.0,1.0,1135.3529,192.2308,7,13,0,1.2487,87.3635
12,4,0.5,1.0,3,1.0,1.0,1128.116,184.0769,9,13,0,1.4062,94.1697
12,4,1.0,1.5,5,1.0,0.5,1125.4545,69.7692,8,13,3,0.9919,91.5393
8,6,0.3,1.5,5,1.0,0.5,1123.8941,153.0,9,13,0,1.4012,94.8587
10,6,1.0,1.0,3,0.5,0.5,1123.088,183.5385,5,13,0,1.3694,89.3739
12,8,0.3,1.5,5,0.5,0.5,1122.2865,166.4615,7,13,0,1.4833,93.6804
8,6,1.0,1.0,8,0.5,0.5,1116.0045,196.3846,7,13,0,1.2604,90.9821
12,6,1.0,0.75,5,1.0,1.0,1115.2847,196.5385,6,13,0,1.3542,89.1717
12,8,0.3,1.5,3,1.0,1.0,1115.2092,159.6154,8,13,0,1.4653,93.7043
10,8,1.0,1.0,8,1.0,1.0,1115.0432,182.4615,6,13,0,1.4442,88.4019
12,8,0.3,1.5,5,1.0,0.5,1114.1994,162.6923,7,13,0,1.5188,93.4645
8,6,0.3,1.5,3,0.5,0.5,1108.7576,158.7692,9,13,0,1.3658,94.5407
12,6,0.5,1.0,3,0.5,1.0,1096.313,223.3077,10,13,0,1.1463,95.3182
8,4,0.3,1.5,5,0.5,1.0,1094.966,111.6154,8,13,0,1.443,96.7728
8,6,0.5,1.5,5,1.0,0.5,1093.3361,148.4615,9,13,0,1.362,93.5049
12,8,0.3,1.5,3,0.5,0.5,1091.4244,165.0,7,13,0,1.4615,93.8804
12,4,0.3,1.0,3,1.0,1.0,1085.8953,199.4615,8,13,0,1.5561,94.9655
8,6,1.0,0.75,8,0.5,1.0,1073.9372,213.4615,7,13,0,1.0981,88.2147
8,8,0.3,1.5,5,0.5,0.5,1072.4361,183.5385,9,13,0,1.3111,94.8252
10,4,0.5,1.5,3,0.5,1.0,1071.6537,98.3077,9,13,1,1.1143,96.6702
10,4,0.5,1.5,5,0.5,1.0,1069.7815,100.8462,8,13,1,1.2572,95.2757
12,8,0.5,1.5,5,0.5,1.0,1054.4279,154.8462,8,13,0,1.4628,91.8232
12,4,1.0,1.5,8,0.5,0.5,1052.1223,71.9231,7,13,3,1.014,91.4648
10,6,1.0,1.0,3,1.0,0.5,1052.0167,169.1538,5,13,0,1.4915,88.9234
12,4,1.0,1.5,5,0.5,0.5,1046.2059,72.7692,7,13,3,0.9662,91.4903
8,4,1.0,0.75,3,1.0,0.5,1044.2714,150.1538,4,13,1,1.2769,84.4145
12,8,0.5,1.5,8,1.0,1.0,1039.8124,153.6923,7,13,0,1.5433,90.8218
10,4,0.5,1.0,3,1.0,1.0,1036.9167,181.8462,8,13,0,1.2677,95.5619
8,8,0.3,1.5,8,0.5,0.5,1030.4515,182.1538,9,13,0,1.36,94.7296
12,4,1.0,1.5,3,0.5,0.5,1030.1306,72.0,8,13,3,0.9111,92.2325
12,4,0.5,1.0,5,0.5,1.0,1027.0776,188.3846,8,13,0,1.3489,94.028
12,8,0.5,1.5,3,1.0,1.0,1019.3023,150.5385,8,13,0,1.533,91.7954
8,6,0.5,1.5,8,0.5,0.5,1016.7776,158.5385,9,13,0,1.3198,93.6549
12,4,0.3,1.0,5,0.5,1.0,1013.081,203.0769,7,13,0,1.512,95.2032
12,8,0.3,1.5,8,0.5,1.0,1008.858,164.0,8,13,0,1.453,93.9786
8,8,1.0,0.75,8,1.0,0.5,1008.3042,216.8462,7,13,0,1.2978,86.5393
8,8,0.5,1.5,5,0.5,0.5,1007.9377,176.7692,9,13,0,1.3384,93.8289
8,6,0.3,1.5,5,0.5,0.5,1004.922,163.0769,9,13,0,1.3399,94.6282
12,4,1.0,0.75,3,1.0,1.0,1004.1927,147.0,5,13,1,1.3779,85.2673
12,4,0.3,1.0,8,0.5,1.0,991.9946,203.3846,8,13,0,1.5569,95.2119
8,6,0.3,1.5,8,0.5,0.5,989.5492,161.9231,9,13,0,1.3752,94.5522
8,6,1.0,1.0,3,0.5,0.5,988.8349,189.5385,6,13,0,1.2629,90.0881
12,4,1.0,0.75,5,1.0,1.0,982.1085,149.5385,5,13,1,1.3296,87.1872
8,8,0.5,1.5,8,0.5,0.5,980.9024,175.6154,9,13,0,1.3833,93.8115
12,8,0.3,1.5,8,1.0,1.0,977.4928,162.6154,8,13,0,1.472,93.8459
12,8,1.0,0.75,3,0.5,1.0,974.3299,202.2308,10,13,0,1.0681,90.3332
10,4,1.0,0.75,8,0.5,1.0,972.5541,161.4615,5,13,1,1.2348,87.56
10,8,0.3,1.5,3,1.0,1.0,970.503,158.2308,8,13,0,1.3587,94.4962
10,4,1.0,1.5,3,0.5,0.5,969.6168,80.8462,7,13,3,0.8454,93.3512
10,8,1.0,1.0,5,1.0,0.5,968.7942,183.5385,6,13,0,1.5531,86.7293
12,8,0.3,1.5,5,0.5,1.0,960.4402,163.8462,8,13,0,1.3895,94.3127
12,8,0.5,1.5,5,1.0,1.0,957.941,152.7692,8,13,0,1.5104,91.6485
10,4,1.0,1.5,8,1.0,0.5,956.7945,77.9231,7,13,3,0.9079,93.1384
12,4,1.0,0.75,5,0.5,1.0,955.2681,151.7692,5,13,1,1.3053,87.8807
10,4,1.0,0.75,5,1.0,1.0,952.826,152.6923,5,13,1,1.288,87.1786
12,4,0.3,1.5,3,0.5,1.0,947.7646,103.3846,7,13,0,1.5722,96.3734
8,6,0.5,1.5,8,1.0,0.5,945.7886,151.5385,9,13,0,1.3491,94.214
12,6,1.0,0.75,8,0.5,1.0,938.2426,199.5385,6,13,0,1.3743,86.9548
10,4,1.0,1.5,5,1.0,0.5,937.4053,76.7692,7,13,3,0.9033,92.5174
12,8,0.3,1.5,5,1.0,1.0,937.1453,161.6154,8,13,0,1.4563,94.0067
8,4,0.5,1.5,3,0.5,1.0,935.1147,100.0,9,13,1,0.9372,97.0251
8,6,1.0,1.0,8,0.5,1.0,929.3406,187.4615,8,13,0,1.1137,92.066
10,4,1.0,0.75,3,0.5,0.5,924.393,163.4615,4,13,1,1.3232,85.6515
12,4,1.0,1.5,3,0.5,1.0,922.2708,69.6923,8,13,3,0.7049,94.2274
8,4,1.0,0.75,3,0.5,0.5,922.0157,169.1538,5,13,1,1.1591,86.0656
10,4,1.0,1.5,3,1.0,1.0,920.3885,69.1538,7,13,3,0.8073,93.7077
10,4,0.3,1.0,3,1.0,1.0,914.9746,197.1538,8,13,0,1.3813,95.8065
10,8,1.0,1.0,5,1.0,1.0,909.9085,179.1538,7,13,0,1.4151,89.9416
8,6,0.3,1.5,5,1.0,1.0,904.1281,147.7692,8,13,0,1.3779,95.3619
12,6,0.3,1.5,8,0.5,1.0,897.3493,145.3077,8,13,0,1.4731,94.5964
10,8,1.0,1.0,8,1.0,0.5,873.6144,186.1538,6,13,0,1.544,87.6203
10,8,1.0,1.0,3,0.5,0.5,867.6375,189.8462,6,13,0,1.4966,87.6914
8,6,0.3,1.5,8,1.0,0.5,865.8859,155.5385,9,13,0,1.4035,95.1345
8,6,0.5,1.5,5,0.5,0.5,859.73,159.8462,9,13,0,1.2765,93.8635
8,4,0.3,1.5,3,1.0,1.0,853.2436,103.4615,7,13,0,1.4212,96.6472
8,6,0.5,1.5,5,1.0,1.0,847.4449,143.1538,9,13,0,1.3237,94.4256
8,8,1.0,0.75,8,1.0,1.0,847.1808,211.7692,9,13,0,1.1516,88.7473
10,8,1.0,1.0,3,1.0,0.5,845.7806,175.3846,5,13,0,1.6151,86.0621
8,8,1.0,1.0,8,1.0,0.5,838.8399,190.7692,7,13,0,1.4808,88.7496
8,4,0.5,1.0,3,0.5,0.5,835.9079,201.8462,9,13,0,1.236,94.7945
10,6,1.0,1.0,3,1.0,1.0,830.1803,166.3077,6,13,0,1.2889,90.2721
12,8,0.5,1.5,8,0.5,1.0,813.097,155.2308,7,13,0,1.5218,91.0026
10,4,1.0,1.5,8,0.5,0.5,809.6493,82.6154,7,13,3,0.9087,93.5045
8,4,0.5,1.0,3,1.0,0.5,809.2022,186.0769,9,13,0,1.3183,94.6798
10,4,1.0,0.75,5,0.5,1.0,789.621,159.3077,6,13,1,1.1721,88.2594
12,4,1.0,1.5,8,1.0,1.0,786.9366,69.6154,8,13,3,0.9558,91.7113
12,8,1.0,1.0,8,1.0,0.5,780.2949,177.0,6,13,0,1.6689,86.3587
10,8,0.5,1.5,3,1.0,1.0,780.0246,149.7692,7,13,0,1.4162,93.7004
12,6,1.0,0.75,3,0.5,1.0,771.5208,196.1538,9,13,0,1.1039,91.1877
8,8,0.3,1.5,5,1.0,0.5,765.4518,170.7692,8,13,0,1.4106,94.0134
12,6,0.5,1.5,3,0.5,1.0,765.0958,138.1538,9,13,0,1.3031,96.4393
8,4,0.5,1.0,5,0.5,0.5,764.8745,207.3077,9,13,0,1.2015,95.0795
8,6,1.0,1.0,5,0.5,1.0,762.8515,184.0769,10,13,0,1.0355,93.2494
8,8,1.0,0.75,5,1.0,0.5,761.0905,212.3846,6,13,0,1.3252,85.4174
8,4,1.0,1.5,3,1.0,0.5,754.3175,72.4615,7,13,3,0.7961,92.5863
12,4,1.0,1.5,5,1.0,1.0,750.8276,69.0769,7,13,3,0.9068,92.2948
12,4,1.0,1.5,3,1.0,1.0,750.1544,67.1538,7,13,3,0.8992,93.1391
12,8,1.0,1.0,3,1.0,0.5,750.1253,173.0769,5,13,0,1.6517,85.6826
8,8,0.3,1.5,3,0.5,0.5,746.1393,177.8462,8,13,0,1.3602,94.1402
8,4,0.5,1.0,5,1.0,0.5,742.2803,194.5385,9,13,0,1.2836,94.5597
8,8,0.3,1.5,3,1.0,0.5,742.0732,162.6923,8,13,0,1.4435,93.3626
10,8,1.0,1.0,3,1.0,1.0,741.5157,172.0769,7,13,0,1.4029,88.5099
10,4,1.0,0.75,3,1.0,1.0,732.724,146.5385,5,13,1,1.3078,86.6516
12,4,1.0,1.5,8,0.5,1.0,732.6937,71.0,8,13,3,0.9274,91.7056
8,4,0.5,1.0,8,0.5,0.5,729.6373,206.0,9,13,0,1.2393,94.9837
12,4,1.0,0.75,3,0.5,0.5,728.2355,153.3846,5,13,1,1.3509,87.6311
8,6,0.3,1.5,3,1.0,1.0,726.3464,141.1538,9,13,0,1.3084,96.0852
8,8,0.5,1.5,3,0.5,0.5,726.1631,171.0769,9,13,0,1.383,93.2177
10,4,1.0,1.5,5,1.0,1.0,724.9445,73.6154,7,13,3,0.8461,93.5732
12,8,1.0,1.0,5,0.5,0.5,721.4275,180.1538,6,13,0,1.6217,86.7751
10,4,1.0,1.0,3,1.0,0.5,711.9968,122.6154,5,13,1,1.226,87.7111
10,4,0.3,1.5,3,0.5,1.0,703.0822,106.6923,9,13,0,1.3632,97.5963
12,8,1.0,1.0,8,0.5,0.5,701.7989,179.7692,6,13,0,1.6469,86.1526
8,6,1.0,0.75,8,1.0,0.5,697.9051,210.3077,7,13,0,1.2868,87.5938
8,4,0.3,1.0,3,1.0,0.5,691.0021,201.2308,8,13,0,1.4496,95.1468
10,4,1.0,1.5,8,1.0,1.0,686.5858,75.4615,7,13,3,0.841,93.5059
10,4,1.0,1.5,5,0.5,0.5,685.6009,83.9231,8,13,3,0.866,93.1834
12,6,1.0,1.0,8,1.0,0.5,673.9189,171.0769,5,13,0,1.5329,88.4293
8,8,0.5,1.5,5,1.0,0.5,671.2923,163.6154,9,13,0,1.4245,92.6452
8,8,1.0,1.0,8,1.0,1.0,665.079,185.8462,7,13,0,1.3443,90.0665
12,4,0.5,1.0,8,0.5,1.0,663.4198,188.9231,9,13,0,1.3836,93.686
8,4,0.3,1.0,5,1.0,0.5,662.64,209.2308,8,13,0,1.4144,95.68
12,8,1.0,1.0,5,1.0,0.5,662.2551,176.3077,5,13,0,1.6367,86.3398
8,4,0.3,1.0,5,0.5,0.5,656.3056,220.6923,9,13,0,1.3478,95.6298
8,8,1.0,1.0,5,1.0,0.5,654.7521,186.3077,5,13,0,1.5064,85.9665
8,4,0.3,1.0,3,0.5,0.5,652.8863,216.0,9,13,0,1.3602,95.8959
8,8,0.3,1.5,5,1.0,1.0,649.729,164.9231,8,13,0,1.3568,94.9911
8,8,0.5,1.5,3,1.0,0.5,646.7245,155.0769,8,13,0,1.4577,92.2514
8,6,0.3,1.5,8,1.0,1.0,644.9339,151.7692,9,13,0,1.3154,95.1467
8,6,0.5,1.5,8,1.0,1.0,636.4371,147.5385,9,13,0,1.2595,94.471
12,4,1.0,1.5,5,0.5,1.0,635.0888,70.8462,7,13,3,0.8897,92.2395
12,6,0.3,1.5,3,0.5,1.0,628.2376,143.6923,8,13,0,1.3566,96.7277
8,4,0.3,1.0,8,0.5,0.5,628.0322,219.1538,9,13,0,1.3897,95.5432
12,8,1.0,1.0,3,0.5,0.5,626.0931,179.0769,6,13,0,1.5586,88.1028
12,8,1.0,1.0,3,1.0,1.0,624.9559,172.5385,5,13,0,1.5718,86.7843
12,6,1.0,1.0,3,1.0,0.5,620.1237,167.2308,5,13,0,1.5135,88.3288
8,8,1.0,0.75,3,1.0,0.5,619.1145,202.5385,6,13,0,1.3313,85.592
8,6,0.5,1.5,8,0.5,1.0,610.8928,151.2308,9,13,0,1.2403,93.9011
12,8,1.0,1.0,8,1.0,1.0,610.0474,176.5385,6,13,0,1.5823,87.2768
12,6,1.0,1.0,5,0.5,0.5,609.6118,174.1538,5,13,0,1.4868,88.8493
12,6,1.0,1.0,8,0.5,0.5,608.2752,173.7692,5,13,0,1.5132,88.1874
8,6,1.0,0.75,8,1.0,1.0,600.8619,205.2308,9,13,0,1.1389,88.3073
8,6,0.5,1.5,3,1.0,1.0,597.9723,135.8462,9,13,0,1.2695,95.0369
8,4,0.5,1.0,5,1.0,1.0,596.6843,188.7692,8,13,0,1.2321,95.0032
8,8,1.0,0.75,5,1.0,1.0,595.0829,206.6154,9,13,0,1.1773,88.9231
8,8,0.3,1.5,8,0.5,1.0,590.2321,173.8462,8,13,0,1.2756,95.4502
8,8,1.0,1.0,3,1.0,0.5,588.5966,176.6154,5,13,0,1.5159,86.6338
12,4,0.5,1.0,3,0.5,1.0,584.6189,186.5385,8,13,0,1.213,96.191
8,6,1.0,1.0,8,1.0,0.5,582.518,184.6923,6,13,0,1.3026,91.1603
8,8,0.3,1.5,8,1.0,0.5,581.5313,174.6154,9,13,0,1.3635,94.9625
8,6,0.3,1.5,8,0.5,1.0,580.0423,155.0769,8,13,0,1.2974,94.6703
8,6,1.0,0.75,5,1.0,0.5,579.7254,205.8462,6,13,0,1.3225,86.3156
8,8,0.5,1.5,8,0.5,1.0,577.2805,167.4615,9,13,0,1.2795,94.6999
10,8,0.3,1.5,3,0.5,1.0,567.3256,162.3077,10,13,0,1.0627,96.1648
8,8,0.5,1.5,5,1.0,1.0,560.7722,157.5385,8,13,0,1.3681,93.9148
8,4,0.5,1.0,8,1.0,0.5,555.6267,198.0769,9,13,0,1.2622,95.32
12,8,0.5,1.5,3,0.5,1.0,554.6348,152.9231,9,13,0,1.327,94.7663
12,6,1.0,1.0,5,1.0,0.5,552.8478,170.3846,5,13,0,1.4984,88.7622
10,6,1.0,0.75,3,0.5,1.0,551.1193,196.7692,11,13,0,0.7753,92.6341
8,8,1.0,1.0,5,1.0,1.0,548.9365,180.6923,8,13,0,1.3824,89.8041
12,8,1.0,1.0,5,0.5,1.0,544.655,177.8462,7,13,0,1.4654,88.6966
8,4,1.0,1.5,3,0.5,0.5,542.7182,85.5385,8,13,3,0.6614,94.4688
8,8,0.5,1.5,8,1.0,0.5,541.5469,167.3846,9,13,0,1.3881,93.8576
10,4,1.0,1.0,5,1.0,1.0,539.1575,126.3846,6,13,1,1.0301,90.1476
10,8,1.0,0.75,3,0.5,1.0,538.2873,202.8462,11,13,0,0.7073,92.5964
12,6,1.0,1.0,8,1.0,1.0,533.0336,170.6154,5,13,0,1.4465,89.39
12,8,0.3,1.5,3,0.5,1.0,529.2132,161.8462,8,13,0,1.2906,95.674
12,6,1.0,1.0,3,0.5,0.5,523.9388,173.0769,5,13,0,1.4292,90.1678
10,8,1.0,1.5,5,0.5,0.5,520.3599,151.4615,7,13,0,1.2555,91.9913
12,6,1.0,1.0,3,1.0,1.0,515.7398,166.6923,6,13,0,1.449,89.5357
8,4,1.0,1.5,8,1.0,0.5,512.6553,81.6923,9,13,3,0.7524,94.6612
8,4,0.3,1.0,8,0.5,1.0,511.6153,211.2308,8,13,0,1.3071,95.8424
10,8,0.5,1.5,3,0.5,1.0,509.6417,154.4615,10,13,0,1.0942,96.0604
8,6,1.0,1.0,8,1.0,1.0,508.8014,179.7692,8,13,0,1.1624,91.6683
8,4,0.3,1.0,5,1.0,1.0,507.4087,203.3077,8,13,0,1.3678,95.8469
10,6,0.5,1.5,3,0.5,1.0,505.6117,140.6923,9,13,0,1.078,96.3443
12,4,0.3,1.0,3,0.5,1.0,505.5849,201.2308,9,13,0,1.3656,95.9392
8,4,1.0,0.75,5,0.5,1.0,504.3127,163.3846,8,13,1,1.0086,90.0141
12,8,1.0,1.0,5,1.0,1.0,503.0263,175.4615,7,13,0,1.5021,88.5463
10,4,0.5,1.0,3,0.5,1.0,501.1192,186.6154,10,13,0,0.9728,96.4644
10,6,0.3,1.5,3,0.5,1.0,497.6288,145.4615,10,13,0,1.1264,96.7801
10,4,1.0,1.0,3,1.0,1.0,495.4306,120.1538,6,13,1,1.0698,90.582
10,8,1.0,1.5,8,0.5,0.5,494.3788,150.7692,7,13,0,1.3068,92.3349
8,6,1.0,1.0,5,1.0,0.5,490.6684,180.2308,5,13,0,1.3379,89.6241
8,8,1.0,1.0,3,0.5,1.0,489.5669,177.2308,11,13,0,0.8113,94.3561
12,6,1.0,1.5,8,1.0,0.5,488.6259,119.7692,7,13,0,1.3562,93.0879
8,4,0.5,1.0,8,1.0,1.0,487.3814,193.4615,9,13,0,1.166,95.5961
10,6,1.0,1.5,3,1.0,0.5,485.1506,119.7692,8,13,0,1.2967,93.1552
12,6,1.0,1.5,3,1.0,0.5,484.3012,116.4615,8,13,0,1.3269,93.5327
8,6,1.0,0.75,3,1.0,0.5,481.7066,196.0,7,13,0,1.3161,85.6287
10,4,1.0,1.0,8,0.5,1.0,480.0539,134.2308,6,13,1,0.997,89.4095
10,4,1.0,1.0,8,1.0,1.0,472.0958,129.5385,6,13,1,1.0449,89.3357
12,6,1.0,1.0,5,0.5,1.0,470.8804,171.8462,6,13,0,1.3432,90.1118
10,4,1.0,1.5,8,0.5,1.0,466.3419,78.1538,7,13,3,0.858,93.978
12,6,1.0,1.5,8,0.5,0.5,460.4034,122.3077,7,13,0,1.3408,93.2545
8,4,1.0,0.75,3,1.0,1.0,459.081,145.1538,6,13,1,1.1206,88.5303
10,8,1.0,1.5,3,1.0,0.5,458.5005,132.4615,7,13,0,1.4164,90.4329
10,8,1.0,1.5,5,1.0,0.5,453.6129,140.1538,7,13,0,1.3556,90.9461
12,6,1.0,1.5,5,0.5,0.5,452.3284,122.6923,8,13,0,1.3154,93.7014
8,4,1.0,1.5,8,0.5,0.5,451.0962,88.3077,9,13,3,0.7161,95.1356
8,6,1.0,0.75,5,1.0,1.0,450.7359,200.1538,7,13,0,1.1734,89.066
8,4,0.3,1.0,8,1.0,0.5,449.95,212.1538,9,13,0,1.4068,95.361
10,6,1.0,1.0,3,0.5,1.0,449.6351,171.6923,11,13,0,0.8446,94.8936
8,4,0.5,1.0,8,0.5,1.0,443.5832,198.0,9,13,0,1.1096,95.4705
8,8,0.3,1.5,5,0.5,1.0,443.5618,171.3077,8,13,0,1.224,96.0673
8,4,0.3,1.5,3,0.5,1.0,443.1805,108.1538,9,13,0,1.214,97.8713
8,8,0.5,1.5,5,0.5,1.0,441.6111,164.3077,10,13,0,1.256,95.1482
10,6,1.0,1.5,8,1.0,0.5,441.487,129.7692,8,13,0,1.2445,93.4938
10,4,1.0,1.0,8,1.0,0.5,440.716,133.0,6,13,1,1.1339,88.5555
12,6,1.0,1.5,5,1.0,0.5,436.0728,119.3077,8,13,0,1.3215,93.5471
8,4,0.3,1.0,5,0.5,1.0,435.6735,208.4615,9,13,0,1.2749,96.0966
8,4,0.5,1.0,3,1.0,1.0,435.3561,179.7692,9,13,0,1.1885,95.7941
8,6,0.3,1.5,5,0.5,1.0,430.2133,153.0,9,13,0,1.2599,95.4952
8,6,1.0,1.0,3,0.5,1.0,429.0676,172.0769,11,13,0,0.6886,96.3658
12,8,1.0,1.0,8,0.5,1.0,427.7603,178.4615,6,13,0,1.5389,87.0002
10,8,1.0,1.5,8,1.0,0.5,427.3546,142.6154,7,13,0,1.3438,91.9878
12,4,1.0,1.0,8,1.0,0.5,425.9003,123.9231,5,13,1,1.2412,87.5339
8,8,0.3,1.5,3,1.0,1.0,424.7854,156.4615,8,13,0,1.3234,94.734
8,6,0.5,1.5,5,0.5,1.0,423.7709,149.0,9,13,0,1.1936,94.9979
10,4,1.0,1.0,3,0.5,0.5,421.7238,136.3077,5,13,1,1.0856,88.6507
8,4,1.0,1.5,5,1.0,0.5,420.1255,79.6923,8,13,3,0.7616,93.6054
12,4,1.0,1.0,8,0.5,0.5,414.8825,126.7692,5,13,1,1.2142,87.648
8,8,0.3,1.5,8,1.0,1.0,413.0218,170.0,9,13,0,1.2585,95.6351
12,6,1.0,1.5,3,0.5,0.5,412.1938,121.6154,8,13,0,1.2802,94.1591
12,8,1.0,1.5,8,1.0,0.5,410.3074,132.7692,6,13,0,1.4479,91.6923
10,8,1.0,1.5,3,0.5,0.5,407.6432,145.7692,7,13,0,1.3246,90.8494
8,4,1.0,1.5,3,1.0,1.0,407.0737,69.6923,9,13,3,0.6309,94.347
12,6,1.0,1.0,5,1.0,1.0,406.8443,169.5385,6,13,0,1.3772,90.5149
12,4,1.0,1.0,5,0.5,1.0,406.5752,124.5385,5,13,1,1.0777,89.353
8,6,1.0,0.75,3,0.5,1.0,404.7884,196.0,11,13,0,0.6116,94.5461
8,4,1.0,1.5,5,1.0,1.0,403.729,75.7692,9,13,3,0.7134,94.4125
10,4,1.0,1.0,5,0.5,1.0,403.1416,132.2308,6,13,1,0.946,90.1461
10,6,1.0,1.5,5,1.0,0.5,402.2671,127.6154,7,13,0,1.2372,93.196
10,6,1.0,1.5,3,0.5,0.5,401.7625,132.9231,8,13,0,1.2194,93.368
