asset,signal_type,filter_mode,threshold,target_pct,stop_pct,hold_hours,raw_hits,dedup_trades,win_rate,avg_market_pnl_pct,avg_funding_pnl_pct,avg_total_pnl_pct,median_total_pnl_pct,max_drawdown_pct,sharpe_like,hard_blocked
BTC,FUNDING_EXTREME_LONG,filter_default,20,5.0,2.5,24,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,20,5.0,2.5,24,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,20,6.0,3.0,24,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,20,6.0,3.0,24,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,20,6.0,3.0,24,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,20,3.0,2.0,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,20,3.0,2.0,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,20,3.0,2.0,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,20,4.0,2.5,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,20,4.0,2.5,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,20,4.0,2.5,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,20,5.0,2.5,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,20,5.0,2.5,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,20,5.0,2.5,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,20,6.0,3.0,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,20,6.0,3.0,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,20,6.0,3.0,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,20,3.0,2.0,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,20,3.0,2.0,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,20,3.0,2.0,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,20,4.0,2.5,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,20,4.0,2.5,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,20,4.0,2.5,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,20,5.0,2.5,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,20,5.0,2.5,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,20,5.0,2.5,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,20,6.0,3.0,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,20,6.0,3.0,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,20,6.0,3.0,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,30,3.0,2.0,24,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,30,3.0,2.0,24,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,30,3.0,2.0,24,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,30,4.0,2.5,24,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,30,4.0,2.5,24,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,30,4.0,2.5,24,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,30,5.0,2.5,24,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,30,5.0,2.5,24,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,30,5.0,2.5,24,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,30,6.0,3.0,24,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,30,6.0,3.0,24,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,30,6.0,3.0,24,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,30,3.0,2.0,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,30,3.0,2.0,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,30,3.0,2.0,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,30,4.0,2.5,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,30,4.0,2.5,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,30,4.0,2.5,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,30,5.0,2.5,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,30,5.0,2.5,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,30,5.0,2.5,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,30,6.0,3.0,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,30,6.0,3.0,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,30,6.0,3.0,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,30,3.0,2.0,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,30,3.0,2.0,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,30,3.0,2.0,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,30,4.0,2.5,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,30,4.0,2.5,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,30,4.0,2.5,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,30,5.0,2.5,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,30,5.0,2.5,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,30,5.0,2.5,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,30,6.0,3.0,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,30,6.0,3.0,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,30,6.0,3.0,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,50,3.0,2.0,24,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,50,3.0,2.0,24,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,50,3.0,2.0,24,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,50,4.0,2.5,24,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,50,4.0,2.5,24,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,50,4.0,2.5,24,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,50,5.0,2.5,24,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,50,5.0,2.5,24,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,50,5.0,2.5,24,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,50,6.0,3.0,24,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,50,6.0,3.0,24,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,50,6.0,3.0,24,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,50,3.0,2.0,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,50,3.0,2.0,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,50,3.0,2.0,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,50,4.0,2.5,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,50,4.0,2.5,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,50,4.0,2.5,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,50,5.0,2.5,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,50,5.0,2.5,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,50,5.0,2.5,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,50,6.0,3.0,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,50,6.0,3.0,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,50,6.0,3.0,48,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,50,3.0,2.0,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,50,3.0,2.0,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,50,3.0,2.0,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,50,4.0,2.5,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,50,4.0,2.5,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_blocked,50,4.0,2.5,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_off,50,5.0,2.5,72,0,0,,,,,,,,no
BTC,FUNDING_EXTREME_LONG,filter_default,50,5.0,2.5,72,0,0,,,,,,,,no
